EntrezID	D_Ctrl_R1	D_TGFb_R1	D_Ctrl_R2	D_TGFb_R2	Hes_Ctrl_R1	Hes_TGFb_R1	Hes_Ctrl_R2	Hes_TGFb_R2	Hil_Ctrl_R1	Hil_Ctrl_R2	Hil_Ctrl_R3	Hil_TGFb_R1	Hil_TGFb_R2	Hil_TGFb_R3	M_Ctrl_R1	M_Ctrl_R2	M_Ctrl_R3	M_TGFb_R1	M_TGFb_R2	M_TGFb_R3	K_Ctrl_R1	K_Ctrl_R2	K_Ctrl_R3	K_TGFb_R1	K_TGFb_R2	K_TGFb_R3	S_A_Ctrl_R1	S_A_Ctrl_R2	S_A_Ctrl_R3	S_A_TGFb_R1	S_A_TGFb_R2	S_A_TGFb_R3
2	4.182898267	4.23420353	4.271957897	4.221931055	6.212082424	6.307131226	6.127600963	6.147888515	5.506770238	5.553145449	5.479789278	5.569615907	5.671408686	5.573898764	4.56085808	4.403456591	4.319724186	4.74427005	4.588233823	4.584527226	4.777384049	4.917127231	4.858408808	4.937630668	5.168481733	5.194139565	3.476009431	3.507338303	3.286059664	3.113493756	3.385346407	3.111587976
9	5.763352413	6.063185254	5.69800489	5.856127373	8.136113846	8.511205832	8.45449096	8.423705636	6.624454568	6.918824389	6.689677872	6.857543697	6.844987168	6.896003702	4.416876832	4.319870283	4.39309242	4.544959205	4.458978506	4.396294179	7.988627433	7.962890818	8.17177897	8.057741956	8.042637204	8.0809085	7.966643329	7.958267628	7.978372013	8.065126113	8.22297051	8.054848218
10	4.467304502	4.427405777	4.403148265	4.432530818	4.746119735	4.690117769	4.655948789	4.599946824	5.634858676	5.713779528	5.587488604	5.643846233	5.7143205	5.629158065	4.093639126	4.033749167	4.032734706	4.023617986	4.158607478	4.212378014	4.998610602	5.313192192	4.930239282	4.88716078	4.924362345	4.828075122	4.245783476	4.266803115	4.038101588	4.635477484	4.42200467	4.507647692
12	8.597185956	7.814175415	9.019140779	8.458034551	9.358339599	10.27592274	9.562256733	11.0088033	5.634858676	5.634623116	5.847292271	5.734798337	5.573898764	5.684634226	5.849423084	6.280765248	6.423798505	8.262809522	8.589996212	8.642910357	6.222574926	5.861236498	6.609449856	5.48872991	5.778058872	5.630986213	5.651366885	5.826696432	5.486164524	5.159404022	5.270932332	5.193440849
13	4.255488606	4.31705489	4.235952648	4.270768657	4.768152585	4.680770597	4.680770597	5.019424254	5.751174123	5.631893207	5.658378591	5.80225196	5.668515966	5.785495263	4.301765248	4.187032442	4.237484989	4.329612731	4.346938212	4.339517885	8.341011289	8.666608383	8.569381703	9.350325398	9.535267188	9.488942125	8.837405845	8.558101814	8.576167144	8.565532773	8.736989973	8.625079
14	8.779386502	8.512557392	8.5798521	8.465004264	10.14642652	9.988802386	10.00732041	9.949112382	7.983599499	8.389850841	8.134998637	8.375284303	8.59418939	8.41629525	10.06858426	10.09934018	10.02232442	10.09122512	10.13371149	10.18016288	9.504681384	9.056300891	9.158705977	8.926584733	9.110482038	8.891345365	9.497678536	9.377727542	9.472274397	9.272527796	9.458559344	9.424502068
15	5.759368532	5.627950815	5.416993767	5.476485505	4.346741192	4.322239313	4.013273547	4.206969713	5.543797663	5.420640333	5.592597044	5.62558526	5.582410654	5.723812961	4.006484517	3.6389439	3.728376755	3.668521703	3.653493994	3.61969271	4.455622036	4.404821663	4.181300042	4.438371171	4.570026289	4.385374623	4.114887315	4.443470486	4.268331988	4.08135861	4.19602449	4.147856282
16	7.783159596	7.539502952	8.11216878	7.853969658	10.12762669	10.09729254	10.0979831	10.15620049	9.905554729	10.17985489	9.985452384	9.787272602	9.750413473	9.67832466	10.89659321	10.84710299	10.89748914	10.54591469	10.59770149	10.55766741	10.44592267	10.21903615	10.06266436	9.938837472	9.900139568	9.883209875	10.78175521	10.60277923	10.67433735	9.998456005	10.02038953	10.02204614
18	5.446339542	6.107851046	5.465931282	6.307013968	6.373046457	8.039167111	6.198220882	8.107540845	5.83855757	5.567506265	5.746142303	5.758382302	5.87932775	5.869120896	6.567178386	6.716382643	6.74563277	7.144553967	6.800811841	6.614248389	5.805221436	6.240927647	6.215563258	7.399030726	7.292928764	7.322506685	3.675380937	3.303606825	3.254025336	7.249646736	7.680060141	7.529593062
19	4.19656905	4.44776209	4.299018446	4.618579041	6.366906463	8.391868456	7.067916121	8.780540881	11.63502525	11.65786166	11.47352929	12.9471728	12.92000901	12.90349234	7.304554366	7.356796854	7.44007121	8.411487087	8.312331347	8.269522944	5.147597582	5.522813942	5.430781444	7.089208352	7.32391788	6.490574561	4.061160838	4.319968576	4.263473273	4.208963293	4.678530948	4.417209966
20	5.75589947	5.142686261	5.823657977	5.373967581	5.109846702	5.289118924	4.978588017	5.280165391	5.695126455	5.734020168	5.709153986	5.658873781	5.629158065	5.759680064	6.616442148	6.467996593	6.743969549	6.19404609	6.507062604	6.354634965	6.9924935	7.213798026	7.023731126	6.77945579	6.799766004	6.625678364	7.012663015	6.898104112	6.766489511	6.443019589	6.447684217	6.43988591
21	4.845582349	4.364024751	5.160414702	4.368427765	6.392291503	6.463727046	6.24925253	6.344555883	6.829988097	6.804886446	6.759749998	7.077304863	6.760189237	6.879262212	8.411554379	8.255662233	8.606823183	8.330460309	8.01596375	8.289552588	7.155188823	7.334147746	7.337065045	7.371548267	7.361991328	7.388409762	7.811714552	7.68194918	7.668317381	7.339779009	7.34217528	7.524787857
22	7.214009367	6.843464777	7.31146578	6.880108322	8.863712318	8.735714477	8.96285399	8.565759552	9.115340138	9.079393038	8.992288743	8.766054013	9.199016457	9.219665597	8.298069048	8.390234388	8.256645731	8.1839708	8.182007973	7.97681086	9.194884953	8.698865248	8.973058812	8.975662899	8.93019431	8.94000625	9.158706702	9.239009602	9.263880188	8.764242416	8.964559377	8.95954901
23	8.82580665	8.035557741	8.651629263	8.43038259	10.77177631	10.4071748	10.59202085	10.43067874	9.622255692	9.65246362	9.716300402	9.279040347	9.725269528	9.598322918	10.07309502	10.00968954	10.05075361	10.08699031	10.18950441	10.13781231	8.811473375	8.952843235	8.908184564	8.568448221	8.605090591	8.489064776	9.70145968	9.750194224	9.724767501	9.078869364	9.132109011	9.126671699
24	4.329950348	4.236873613	4.248702754	4.25809064	4.015000627	4.295820985	4.02877854	4.231582037	6.185004151	6.389128243	6.248124462	6.380294412	6.246791047	6.312799575	4.087971053	4.040053211	4.034932452	4.017673352	4.07645279	3.834875756	4.546305445	4.303459628	4.315672131	4.454591571	4.508835147	4.472134293	3.778941674	3.574435654	3.60258385	3.342758887	3.963526652	3.376097605
25	8.013547943	8.123727076	8.015253519	8.242244806	9.764363383	9.718294466	9.557366848	9.652078239	5.961883944	5.879910411	5.91044239	6.197713932	5.906574382	6.186847021	8.351656732	8.202538923	8.523894158	9.044464534	8.77612637	8.984601618	10.00332608	9.988858905	9.858824728	10.09300082	10.09028767	10.11373997	9.837554924	9.812260454	9.769034462	10.94086097	10.85235936	10.95766002
26	4.395437111	4.64680797	4.426851541	4.711644379	4.653016739	5.18181849	4.520397059	4.972513564	5.797399085	5.818587929	5.895439751	5.6623666	5.762174539	5.656189997	3.530980291	3.460491857	3.614334787	3.692537372	3.542663013	3.72894323	5.328293383	4.660344602	4.470422298	4.535639571	4.595164544	4.704510522	3.632615064	3.491839618	3.550226551	3.505528601	3.688995109	3.561238649
27	5.882873184	6.405872956	5.986098983	6.648255135	7.923368147	8.426442557	8.13407398	8.345235904	6.789477931	6.714243407	6.825665031	6.723570729	6.586723525	6.728399356	8.161985275	8.177011242	8.366692665	9.85180162	9.784008406	9.872226392	8.322343413	8.354899973	8.221304409	9.40321952	9.400026752	9.594039726	8.645372607	8.71632934	8.796672037	9.292709608	9.274223997	9.285919813
28	4.319312975	4.274234977	4.214183797	4.303461302	5.696467164	6.168960986	5.61719253	5.924093914	5.666402442	5.751174123	5.634858676	5.512377512	5.398241381	5.687264584	5.699457518	5.710485843	5.709009238	6.03877686	5.424042265	5.573229045	5.656002134	6.994542333	5.79110497	5.684566181	5.955525406	5.845743308	4.480540001	4.575051664	4.458220956	4.799909436	4.486381513	4.889421105
29	8.90731193	9.625960684	8.91927032	9.765444951	8.794209761	9.203982052	8.694600288	9.180041791	5.978954543	6.019703373	6.029596166	6.381444056	6.310315465	6.316425984	7.507712594	7.70781052	7.974687753	8.286383789	8.052854399	8.25250335	9.327417857	8.851532653	9.176039196	10.37615565	10.2384587	10.28180867	9.839350987	9.888747445	9.882988053	10.10683473	10.20292623	10.10357297
30	7.726997365	7.529777977	7.749802908	7.420498751	9.877162191	10.14441409	9.80985094	10.0327522	7.544583745	7.560354349	7.685258645	7.702146574	7.669326357	7.506027366	9.467625682	9.528526948	9.592788935	9.100419279	8.989434203	8.943434002	9.376105448	9.403383228	9.597189055	9.145802919	9.020134509	9.250043749	9.857682819	9.816055573	9.870144922	9.570968748	9.604418988	9.703216713
31	5.254879307	4.91968168	5.527830775	5.154780497	9.779234298	9.328194515	9.770377365	9.581076665	5.764664597	5.631893207	5.689890063	5.446948418	5.631893207	5.573898764	7.076526369	7.213673214	6.790434865	7.886665564	7.928982989	7.901363119	10.09156415	10.08352807	9.932450467	9.810630696	9.543013203	9.91092268	10.42761401	10.31362391	10.34188868	9.806766588	9.761590356	9.755269967
32	4.424551403	4.511699242	4.470327759	4.621636932	5.320797273	5.639915908	5.468293133	5.588771681	7.734452483	7.838894246	7.518934664	7.033290439	7.158346587	7.200616227	7.061253918	6.977288517	7.124448708	6.510604195	6.389106064	6.44078104	6.707767661	6.895600059	6.521686337	7.878149095	7.271604688	7.818915343	5.55222363	5.445963181	5.494762386	5.129527189	5.255735866	5.163161506
33	4.220812298	4.20515871	4.224042473	4.19473008	4.08701491	4.151447006	4.403822161	4.153677843	5.684634226	5.518471332	5.47468605	5.635695211	5.565095191	5.562229514	4.242045627	4.062108317	3.869669986	4.195448036	4.173876501	4.116342915	4.236590186	4.444769191	4.367158025	4.557286724	4.421988707	4.433860969	2.980075343	2.922202709	3.016440045	3.316293105	2.99801215	3.084282269
34	6.900597445	6.487738198	6.779920313	6.413358742	9.87885637	9.519057231	10.01486106	9.903523646	10.89700631	10.91266336	11.05043164	10.65406906	10.69810209	10.7693661	10.73684999	10.81658302	10.9279796	10.44937421	10.36772328	10.33845576	10.06926294	10.33624466	9.963568516	9.726440667	9.76387059	10.05973314	9.717604711	9.714713214	9.803007734	9.927116775	9.908247459	9.818751613
35	4.954528923	4.934165159	4.890011906	4.713692468	6.705377783	6.793309324	6.701652456	6.83865613	7.338377094	7.183395187	7.290249125	6.831572735	6.80727667	6.676003092	6.504858645	6.24639192	6.220237212	5.910098106	6.285225521	6.206135203	7.09297352	7.143577834	6.88230816	6.493180366	6.525283676	6.396507769	6.654976453	6.665608957	6.739973496	6.250684813	6.450532544	6.525073698
36	5.683995402	5.134247217	5.86004185	5.173033707	4.757132193	4.052331123	4.919848428	4.370635004	5.966823097	5.816192039	5.93199777	5.997452812	5.872142526	5.824620473	8.963812896	9.067414474	8.971785224	7.117978468	7.123689494	7.128174418	6.677975002	6.538600977	6.57997755	5.725935204	5.515750586	5.640456241	7.891411371	7.984072611	7.957100106	6.850748829	6.839426691	6.915918634
37	9.900109435	9.95130077	10.05066882	9.911000591	10.45668115	10.57413098	10.22556903	10.59646221	8.754449809	8.538879846	8.93952358	8.818722093	9.266572296	9.068104502	9.159242723	9.156052713	9.187262474	9.16560166	9.111506194	9.214848701	10.49157173	11.18367349	10.77427874	10.60084815	10.62862425	10.36118285	10.30396526	10.21882267	10.1789801	10.48279671	10.39115618	10.29632813
38	7.706477681	6.994806146	7.745226976	7.076113042	9.814776619	9.702388888	9.854050538	9.571686076	9.788906585	9.973908702	9.703823421	9.752968763	9.71933908	9.804443843	11.98185851	12.03940309	11.96329276	11.69457187	11.66001892	11.65614838	11.14114152	11.4860298	11.2386008	10.64511113	10.40425023	10.72120468	11.06860484	11.02801353	11.01146253	10.34746801	10.48710488	10.39841527
39	9.314151241	9.639685512	9.181838978	9.570063007	9.890419896	10.40538725	9.833977379	10.22225331	7.560582315	7.478825916	7.28334796	7.332155167	7.71578232	7.698726103	11.37331599	11.53283245	11.54774704	12.12150986	12.03248588	12.01822609	10.58339574	9.110334032	9.468436744	8.706662733	8.306520791	8.838885095	9.44916136	9.40816664	9.515060936	8.685094279	8.737912646	8.782464647
40	4.848937024	4.767729049	4.555259904	4.60061801	5.275646589	5.202432098	4.952578225	5.049986627	5.7263717	5.897704198	5.831458615	5.810558571	5.738560691	5.732725753	6.501842286	6.587948773	6.449495134	6.059259991	6.161648188	6.425986922	5.263672677	5.054998818	4.859915873	4.835699019	5.340360037	5.190100245	5.631170055	5.79971193	5.403564909	4.690899946	4.79851873	4.731261419
41	6.574919374	5.737313787	6.386037967	5.821672829	5.826433838	5.596381702	5.90886387	5.717661001	6.896346545	6.940371773	6.789477931	6.749162177	6.526176729	6.554999455	6.405426898	6.469063713	6.351191946	5.764889379	6.067429901	5.919334816	6.60839659	6.701646243	6.854562314	6.340531385	6.238648212	5.997114799	5.934754628	5.916555295	5.99514298	5.505505326	5.797099032	5.748719864
43	5.142985618	5.167744291	5.098964631	5.082699315	6.108510706	6.035211449	6.100710855	6.423988752	5.695126455	5.55602903	5.457702896	5.485290659	5.45153116	5.549595456	3.618624766	3.776201832	3.919763086	4.200348924	3.950806496	3.768127162	6.714876125	5.938226234	6.308166895	6.14686461	6.014148247	5.946098203	5.550255976	5.55618457	5.638178349	5.811232452	5.734203427	5.805296892
47	8.355397329	7.966940571	8.485772934	8.448174655	12.29980529	12.44734898	12.10107534	12.55110266	11.63096324	11.67094993	11.58133283	12.49998103	12.36205061	12.34052957	9.340493287	9.321341855	9.486670295	9.782864054	9.670301578	9.673042506	12.03824859	11.56415911	11.68486206	12.15327697	12.07673221	12.29178616	9.843010174	9.810817398	9.863449599	10.14188366	10.09697907	10.14035832
48	6.839908248	6.812217828	6.972610489	6.920631668	4.800582625	5.199329276	4.955093652	4.995836332	11.59589687	11.68159245	11.65095952	11.54685445	11.55068749	11.5432566	9.885879747	9.843047802	9.950663576	10.02361924	9.914480952	9.885816214	10.30008055	10.45762196	10.62221723	10.55497535	10.80187678	10.8422959	9.175973508	9.095073798	9.129258169	9.606674702	9.58731489	9.562407712
49	4.844772285	4.748250026	4.632385876	4.617760687	5.879087192	5.885236945	5.818027057	6.132798459	5.844944143	5.80225196	5.842592069	5.80225196	5.847629739	5.723812961	5.600334073	5.485767951	5.42719232	5.118905903	5.570427201	5.589554013	5.106856902	5.159215582	5.060957571	5.064255553	4.923877438	4.88236965	4.440878728	4.302771651	4.453484522	4.464127604	4.222797537	4.371132098
50	9.745194924	9.287610245	9.798721119	9.292882467	6.156323771	6.274654361	6.146378509	6.329638736	8.647745756	8.657654011	8.625671921	8.497634781	8.779861059	8.558022126	10.54320715	10.518417	10.60525686	10.36442025	10.41760151	10.32422233	11.19225009	11.49385537	11.27548928	10.87408754	10.73036078	10.88627886	8.302188601	8.358652861	8.113389269	7.873599829	7.838425152	7.872799231
51	6.002688502	6.209550776	6.126533422	6.220467145	7.821641847	8.203171883	7.67749936	7.977321488	5.616475575	5.661058248	5.512377512	5.868460423	5.784125467	5.58370238	8.869928657	8.911114274	8.856089332	9.187121128	9.245056596	9.076513663	8.891115228	9.71241994	10.13158705	8.644300149	8.457488936	8.641199343	8.365972219	8.264380369	8.335305491	8.579642606	8.695806868	8.661191193
52	4.172541392	4.169678457	4.261615227	4.149363742	4.176708303	3.989826144	3.991503643	3.880111267	10.72177626	10.85012265	10.82967773	10.54957611	10.64403312	10.58376364	9.931233112	10.05244147	9.912731032	10.71863197	10.76076898	10.61322344	10.67481982	10.16941313	10.66069117	10.77697823	10.70847261	10.63444568	11.24622749	11.26032753	11.24264369	11.09692273	11.14299927	11.12495341
53	4.954851349	5.013047529	4.919141537	5.103895629	9.546639147	9.726607085	9.363369763	9.625231051	7.703944114	7.832503175	7.616153159	7.661863813	7.906516266	7.823888323	8.783872844	8.82204744	8.853983316	9.235818184	9.183432126	9.25620263	8.881887766	8.854436726	8.796739936	9.272479265	9.290295183	9.059777611	7.809948252	7.873936782	7.852471569	9.361833224	9.336087265	9.377270779
54	4.880695326	4.781813166	5.232518435	4.790120156	6.555270395	6.453672976	6.232921863	6.673230015	7.544991153	7.928251384	7.468829457	7.549934332	7.398865694	7.550237101	4.865115336	4.975283103	4.788622965	4.711821163	4.714078952	5.066408426	5.154347721	5.644891893	5.277086861	5.553856632	5.515748394	5.379341229	4.875011011	5.005521935	5.02239209	4.966389911	5.097234866	4.894717815
55	4.236926679	4.182560218	4.283757845	4.235549965	5.254860601	5.212531116	5.158739121	4.969512245	5.535394308	5.66585078	5.540890068	5.617328342	5.558906883	5.402687009	4.021920204	3.73984283	3.849714471	3.861814263	3.956010629	3.97045371	3.947278838	3.959355094	3.789914065	4.040829888	3.921015322	3.942760248	2.679188407	2.757182271	2.731195544	2.796818896	2.851522933	2.678420279
56	4.276547514	4.249980959	4.196987553	4.252850723	5.024952396	5.451492417	5.113005132	5.280165391	5.57957894	5.692510682	5.613710285	5.716896683	5.874445001	5.785495263	4.106109345	4.137403975	4.127733423	3.946499055	3.864915103	3.971972858	4.5602472	4.504060582	4.370727132	4.62527651	4.672984674	4.646241975	4.790111317	4.925819529	4.488558365	4.805347417	4.291785751	4.428116204
58	4.44060533	4.348311504	4.409103533	4.338119155	5.280006767	5.817940397	5.196458401	6.021595074	5.884908856	5.751174123	5.62665389	5.755418107	5.679358811	5.746142303	4.123874436	4.149363444	4.427342466	4.578339717	4.290698531	4.262879974	5.451843083	5.3597977	5.566785747	5.260676166	5.308674736	5.274937431	4.253702478	4.740881701	4.383955747	4.423104077	4.696239056	4.544605994
59	6.109448556	6.463479741	6.782869148	6.982030213	8.539639712	8.443288915	8.404501881	8.784604778	7.817429297	7.70128609	7.553718251	7.507107336	7.345557322	7.347037599	6.110286378	6.331091708	6.525987439	6.054400408	5.78900069	5.785282152	8.993324312	8.882042869	8.791222644	9.656622532	9.838229791	9.766070809	8.032208998	7.945030391	7.984270786	9.331031226	9.278580775	9.322472886
60	10.85548271	11.54652533	10.92697116	11.53031564	14.59890826	14.68670377	14.56541202	14.70852833	14.41924103	14.34842347	14.46305007	14.71196456	14.73080771	14.7784742	13.04410651	13.08580322	13.15098439	13.56931228	13.62504029	13.58430166	13.89732044	13.6130052	13.64520064	14.13810406	14.13679217	14.08682725	13.70468755	13.70641543	13.70914499	13.79634259	13.8389662	13.78290231
70	9.298797889	9.962912003	9.452127184	9.86713792	6.428001644	6.487890301	6.204334365	6.699751652	6.229648235	6.075739671	6.062043625	6.824397762	6.670764422	6.915602154	5.647058681	5.299636733	5.547682151	5.996980086	5.919896184	5.915509841	6.684129839	6.792819764	6.573585737	6.99440362	7.041076804	6.881265141	5.622194	5.609146464	6.131067153	7.017772944	7.180770658	7.121751932
72	4.349052763	5.319416197	4.332673961	5.026835178	5.763133145	5.993259528	5.827323535	6.011562904	6.277995934	6.349006107	6.384190807	6.840344946	6.569583545	6.634210334	5.314921867	5.291764521	5.402717238	5.314921867	5.315720313	5.073398917	6.300297281	6.098137153	6.03961155	6.355331144	6.418544695	6.393449272	5.178851792	5.22088158	5.604495187	5.274808401	5.707563793	5.339782281
81	7.347880329	6.987263048	7.35201883	7.536836305	11.16453557	11.37808888	11.10800382	11.36012898	10.82600258	10.90351791	11.01182217	10.73748415	10.95285674	10.85575745	12.29337048	12.24433405	12.2212429	12.02553031	12.03986741	12.09913928	11.25569928	10.381695	11.12079202	10.83282197	10.64925421	10.81878626	11.03540908	11.05502617	11.12410731	11.1321771	11.17382637	11.02873997
86	8.793857589	8.692947464	8.662187923	8.545141114	10.73272206	11.11276753	11.09679828	10.94540701	10.60368755	10.63417988	10.65649669	10.9213976	10.97263984	11.12232546	10.24589444	10.22833954	10.40674128	10.43853345	10.17644816	10.11428643	9.668873741	9.022667374	9.414496782	9.608682407	9.504034897	9.812066939	10.11789617	10.35877077	10.52117556	10.22373083	10.16360999	10.12442429
87	9.665788053	10.39225594	9.612529563	10.34391228	12.54198879	12.74449303	12.44668723	12.82996792	12.03659577	12.14076997	12.23577989	12.58455183	12.69953025	12.45129726	10.18584459	10.20052446	10.42073463	11.53158117	11.35998517	11.43928822	11.14106698	11.27375523	11.29426424	12.66602176	12.6390235	12.67145203	9.961447228	9.975715605	9.97429979	10.76266599	10.82767857	10.77137119
88	4.227901133	4.185412039	4.222914215	4.206084923	3.052011007	3.084628068	2.773074417	3.049594186	6.316294661	6.346272952	6.29547292	6.530341928	6.712751486	6.483814485	5.921595442	5.939211916	5.958066795	6.007273463	6.159440049	6.100463443	3.981628841	4.065553213	4.060628089	3.973924694	4.064632402	3.820152552	5.167737793	5.162054548	5.240457517	5.40138733	5.316327412	5.201428573
89	5.719140097	6.858548382	6.101890076	6.827412984	6.202318886	5.999741103	5.94652156	6.084273152	5.482264236	5.593114604	5.426940225	5.633471542	5.5190989	5.409271683	4.5792517	4.223284306	4.617520469	4.468799697	4.836008345	4.730076042	6.053259615	5.770590284	5.991618362	5.737313738	5.912267116	5.690222733	5.38588333	5.247538922	5.163332006	5.30806569	5.276356574	5.208804976
90	5.888428056	6.225198664	6.154747041	6.600146919	8.951294054	9.768673995	8.810557879	9.623853688	10.89900041	10.76973386	10.78777824	10.877858	10.80927028	10.89845403	9.637684045	9.679120129	9.711857989	10.35112933	10.15269847	10.17274178	8.896627201	9.027808126	9.381806835	10.38593593	10.4272669	10.50743402	8.994820674	9.0518606	9.136145782	9.416393314	9.531469417	9.428244326
91	4.358501279	4.332038547	4.48675291	4.378054756	5.55190484	5.463344575	5.58249533	5.334885972	9.306051835	9.398890769	9.220383784	8.784880747	8.718929975	8.584294916	9.627866363	9.654499555	9.48373107	9.282381887	9.338853534	9.326140169	9.350501513	9.696823798	9.430146229	8.31483567	8.318900683	8.159630499	4.013095405	4.097906847	4.112697799	3.808034895	3.684531188	3.546847089
92	4.546882908	4.703681992	4.801730304	4.771893539	5.884096785	5.774620157	5.903122931	5.784817227	7.588954485	7.507354683	7.64964805	7.548506818	7.274328406	7.172142641	7.65371909	7.724670041	7.414648413	7.947699426	7.736163229	7.865674102	8.346617285	8.380664621	8.390058501	8.628687251	8.750160267	8.504335554	6.425358629	6.419089573	6.361522627	6.106158296	6.097094903	6.192943172
93	6.89712654	6.639011535	6.923483536	6.61750093	6.985442223	6.93555023	7.085938292	6.693249512	5.56336992	5.609971896	5.535394308	5.446948418	5.481236287	5.463849247	7.121688449	6.940140466	7.061611502	6.548870908	6.583621885	6.331636112	7.361356734	7.363318817	7.322386824	7.814403803	7.894400224	7.850618129	7.574303021	7.548234725	7.566296591	7.921570535	8.084439324	8.009777506
94	4.268036737	4.256825439	4.296407986	4.323849747	6.318803649	6.636115418	6.40253244	6.495293626	5.61923553	5.570361396	5.679358811	5.716896683	5.651127903	5.595919367	5.151357554	4.938127993	4.904315034	4.721744388	4.860562443	4.810633272	4.686855661	4.634528142	4.556685674	4.836963854	4.750596126	4.6185851	5.408761898	5.49670185	5.375910691	5.488798776	5.454567485	5.480004771
97	6.682675538	6.317295855	6.384639645	6.380575184	8.906789456	8.625270961	9.234032239	8.777698272	6.579061228	6.789091416	6.645461452	7.36184637	7.122929685	7.105870742	8.578605755	8.760755877	8.902084773	8.880029486	8.550867177	8.757394723	8.329778076	7.277236561	7.753668331	7.886688405	7.443380511	7.731059876	9.284773071	9.15694323	9.208253377	8.90209054	9.054747118	8.958123797
100	8.309680624	8.220445321	8.439572543	8.426668391	8.69598556	9.464289532	8.678476506	9.639277188	8.875920297	8.692077973	8.897986199	9.423161186	9.323404845	9.345907675	8.35719164	8.517391097	8.354636441	10.11346377	9.999195509	10.08417092	8.643078583	8.358906777	8.626153774	9.78514037	9.673818182	9.567559053	10.66435122	10.73810288	10.60195108	9.908480664	9.999837866	9.97175909
101	7.878387177	5.802627074	8.317961801	6.1828644	8.506897108	8.864261795	8.495811587	8.814005507	5.870052657	5.741092432	5.774580943	5.617328342	5.687264584	5.609023482	5.932062319	5.922604272	5.896872505	6.017191956	6.005926585	5.995037682	5.913842713	6.188781607	6.00319974	5.773115486	5.926902732	6.070023341	5.393561273	5.715641703	5.549595786	5.649072043	5.698000892	5.688565835
102	5.648124307	5.959362875	5.910118357	6.091856276	8.13974872	8.193390247	8.426109945	8.523693474	8.551356077	8.569358676	8.852143729	8.334666801	8.329909648	8.412566149	11.39983645	11.44647819	11.38244356	11.30239924	11.2342895	11.2771616	8.096664574	7.815571154	8.300696899	9.438647805	9.180551393	9.070231481	11.79877687	11.78269248	11.78561738	12.39142738	12.31397041	12.36714532
103	8.81931063	8.359619051	8.703066084	8.590815359	11.67417677	11.38694502	11.50671805	11.310445	5.684634226	5.914294281	5.80225196	6.187758771	5.836195248	6.126700454	11.53455407	11.42636174	11.6326612	11.50571705	11.3881392	11.42441774	11.4771951	11.56358868	11.55600528	11.44796316	11.38686695	11.26333754	11.24143898	11.22334405	11.13345987	10.93636344	11.01112762	10.95882798
104	6.304708133	5.962326495	6.345450768	6.326423267	6.811768773	6.270639051	6.734151136	6.43669378	8.078163489	8.129748966	7.980016432	7.779029842	7.755463417	7.764617789	7.304083022	7.230882177	7.189117816	6.629847213	6.560245584	6.675991426	7.08535153	6.560793749	7.765615129	5.916473823	5.831382216	6.481475449	6.430507509	6.326488553	6.382320582	5.965341121	5.96314054	5.825304287
105	4.706664834	4.316252362	4.850950947	4.294842219	5.582204313	5.528796669	5.349511269	5.582960631	5.434838885	5.499988555	5.36490735	5.528609234	5.576741649	5.658873781	4.444143152	4.371800502	4.250233251	4.40949572	4.452608574	4.469030941	5.167276124	4.441663574	4.436012595	4.596435287	4.436119875	4.60045406	5.452856294	5.091802868	5.264933017	5.495178805	5.295632874	5.33745399
107	4.287614544	4.266284956	4.310119055	4.303782895	6.044002533	5.956004489	6.0421456	5.825768818	5.827002536	5.723812961	5.765397353	5.818144954	5.629158065	5.7263717	6.48081711	6.45019717	6.407563406	6.10468297	5.976845048	5.896909176	6.457839843	7.534086488	6.952803797	7.820511554	7.768158348	8.270902007	5.622194	5.70876663	5.742826009	5.352927478	5.229588579	5.025196839
108	4.247700303	4.324108536	4.260189259	4.318090184	4.153072114	4.339642309	4.030161332	4.289508481	6.490898203	6.513265851	6.222205755	6.394090513	6.393440465	6.397595373	4.923968555	4.933188941	4.735485124	5.003422418	5.087329326	4.854615373	5.826478753	5.975563306	5.878201079	5.705425264	5.766358369	5.77718351	5.223147252	5.177091244	4.986903899	5.265033092	5.273863022	5.40138733
109	9.217964226	8.53087835	8.872085643	8.469583451	8.630868842	8.049837997	8.43096774	8.159457868	10.92502092	11.00247071	10.86708247	10.79717995	10.84101702	10.7258244	7.136216782	7.115030535	7.252739964	7.511424542	7.502781806	7.464311442	6.90483266	6.688110752	6.877180218	6.756698049	6.677859517	6.670123672	8.392727675	8.268725738	8.289333184	7.136269746	7.228796448	7.124492761
112	6.224079645	6.108415285	6.142792598	6.142792598	7.947479689	7.870148222	7.725931614	8.019395506	9.123575065	8.940116868	9.357014057	8.287452444	8.583409511	8.471734656	7.295035884	7.235168976	7.635129717	7.389284704	7.428937283	7.256867404	8.05625356	8.38704452	8.263911166	8.072005717	7.950201573	7.796510275	7.474415804	7.34667031	6.978560077	7.262078442	7.209578816	7.122188728
113	4.955496665	5.477587071	5.187762673	5.839869803	7.24500491	7.888146721	6.883457239	7.577722903	6.414175134	6.487048203	6.420078938	6.336813775	6.537348993	6.481342944	5.816942801	5.884089167	6.136365068	6.889192473	6.359113523	6.613708437	6.341622208	6.379516827	6.590384209	8.834246301	8.440185394	8.887627086	8.387146369	8.536259984	8.510777163	7.909557458	7.958837331	7.663896837
