EntrezID	S_HCC_Ctrl_R1	S_HCC_Ctrl_R2	S_HCC_Ctrl_R3	S_HCC_TGFb_R1	S_HCC_TGFb_R2	S_HCC_TGFb_R3	S_NCI_Ctrl_R1	S_NCI_Ctrl_R2	S_NCI_Ctrl_R3	S_NCI_TGFb_R1	S_NCI_TGFb_R2	S_NCI_TGFb_R3	T_Ctrl1_R1	T_Ctrl1_R2	T_Ctrl1_R3	T_TGFb_R1	T_TGFb_R2	T_TGFb_R3	T_Ctrl2_R1	T_Ctrl2_R2	T_Ctrl2_R3	W_Ctrl_R1	W_Ctrl_R2	W_Ctrl_R3	W_TGFb_R1	W_TGFb_R2	W_TGFb_R3
2769	8.676923574	8.543174695	8.660117648	6.609104925	6.492698222	7.119999616	7.091536142	7.352011322	7.254615328	6.729492914	6.698420566	6.938506319	9.01702402	8.759480331	9.060392715	7.955838231	7.935386288	8.05163106	9.048936704	9.037648885	9.366175198	3.010775984	2.936342777	3.035145247	3.291123647	3.058317862	2.978506595
2770	9.452734479	9.566991565	9.613714049	9.322520408	9.345913897	9.199461371	8.46078203	8.598602526	8.50944929	9.454812352	9.502744833	9.369807505	9.082200271	9.261234626	9.09049062	8.624516911	8.869439538	8.642938021	9.321569249	9.315576591	9.316020901	3.294905813	3.185159853	3.779135151	3.403101454	3.231555592	3.492613836
2771	8.574421	8.509316532	8.625306168	8.475126405	8.578597095	8.418416202	8.771092796	8.726464622	8.718353461	9.051747439	8.937020418	9.082794921	9.981753484	10.19146332	10.19146332	10.34020441	10.45425825	10.40048917	10.18374378	10.02818466	10.14805355	6.389169115	6.405442244	6.41800094	6.674934296	6.706088811	7.021645478
2773	8.547136381	8.766572922	8.76588742	7.991419629	8.008057374	8.109755924	7.998186212	8.23098149	8.095854731	7.767445224	7.796855379	7.810229692	12.40874512	12.38076907	12.30826536	12.43484097	12.50013445	12.39227634	12.39086151	12.33908794	12.20236045	8.025871404	8.047756293	8.412035681	8.397466023	8.28469321	8.449809884
2774	5.073279692	5.0071103	5.139926604	4.076601098	4.028628717	4.005134249	5.322779481	5.331632956	5.377089948	5.945044722	6.041740021	5.983726978	6.636099718	7.026092023	6.829048881	5.628446847	5.552623037	5.925197333	7.627722444	7.205508011	6.939424779	3.642658869	3.256092513	3.780635677	3.322934281	3.061191604	2.827260332
2775	5.107812268	5.145915288	4.972774123	5.379588419	5.337115894	5.511407776	5.550598597	5.4841443	5.772491077	5.041522203	5.498863463	5.141240501	5.00647126	5.062205464	4.928902622	5.080282511	5.095849543	5.028530654	5.010251071	5.054361103	5.054361103	2.82960247	3.109913881	2.892558815	2.856404512	2.655555569	2.773738728
2776	9.418975128	9.266111501	9.298339198	9.125942302	9.206023835	9.031322914	7.091294298	7.176530407	7.211301889	7.449281885	7.627200945	7.419917964	10.26013514	10.35351123	10.37992499	9.286219325	9.54869525	9.666140662	10.61259623	10.47188991	10.43365998	6.298022235	5.586490956	5.802783518	5.866479228	5.315185854	5.893924859
2778	5.465714311	5.966379793	5.57771473	3.416253864	3.727378685	3.747477748	7.978795325	8.063600179	7.713361524	9.848272657	9.926240012	9.861466224	5.875884707	5.818332773	5.881421249	5.325931982	5.231364264	5.382352029	6.115409224	5.651121073	5.651121073	10.45611803	10.33723229	10.66830283	10.654356	10.82242625	10.93566951
2779	4.675871257	4.738259337	4.950992355	5.072491221	5.045742716	4.540389034	4.678250132	4.506921664	4.694368158	4.955591574	5.112785477	4.813538661	5.132408108	5.28177689	5.178131201	5.334162171	5.337106861	5.313560261	5.284269885	5.284269885	5.22688574	3.158383838	2.968215931	2.787937728	2.731228098	2.431800042	2.69681599
2780	4.822168834	4.804393155	5.037405415	4.924615779	4.931294964	4.567392582	3.971018943	4.00044598	3.867803725	3.943562701	4.146935043	4.017190339	4.937335548	4.988878453	4.815827241	4.977148384	5.015654914	4.990634609	4.840421894	4.862339282	4.732299989	2.536606561	2.626753295	2.693473241	2.788294444	2.834559547	2.702069769
2781	5.2897137	5.301202621	5.502006077	5.997363979	5.916386786	6.113196179	5.056769566	4.848080256	4.967710362	5.152678267	5.165963596	5.07557965	5.051240459	5.027968656	5.164936085	5.13039098	5.097146117	5.074994892	5.074994892	4.928026089	5.151370261	3.763484389	3.858934775	3.314253133	3.373805962	3.604247353	3.556309976
2782	9.955965468	10.14628292	10.08250659	9.90789859	9.885952544	9.782744909	10.63061502	10.59845813	10.59734015	10.74542618	10.69720643	10.79089786	11.59209664	11.46561063	11.4407336	11.62318487	11.69000754	11.55647644	11.26896263	11.12726884	11.19489136	7.900237836	7.803581573	8.096214171	8.034984861	8.081869717	8.177511859
2783	10.38855263	10.26627439	10.30882648	9.658620998	9.634343532	9.603311785	9.518617092	9.541057584	9.41108997	9.320420908	9.247134675	9.274359646	8.881515311	8.936506162	9.330596647	8.920916265	9.118748447	9.256384065	8.546331188	8.936506162	8.850576961	7.461865078	7.563668005	7.517726603	7.490817389	7.500195601	7.571679828
2784	6.658787029	6.967067813	6.995520002	6.864365145	6.988787456	6.803197559	6.340275735	6.475881186	6.550049474	6.493531261	6.556362528	6.516299358	5.51659542	5.324244323	5.351698678	5.398560451	5.324244323	5.298919696	5.225563874	5.21775785	5.324244323	4.0520356	4.147812661	4.175295699	4.222160601	4.485446411	4.161299081
2785	5.51486238	5.619442906	5.883466563	5.676749185	5.647943694	5.76680652	5.280069316	5.285081833	5.491921449	5.485360955	5.514545307	5.206898373	5.421643	5.451165	5.421643	5.421643	5.500398	5.269781	5.286272	5.421643	5.360502	3.611964138	3.549332352	3.581915358	3.318370564	3.858328737	3.551866578
2786	7.985482657	8.046003597	7.931673826	6.906584786	6.701778905	6.712178297	5.44134658	5.343504424	5.377673379	5.139660771	5.085317954	5.099096762	5.907682709	5.923780993	5.672098196	6.72618294	6.471379452	6.395764869	5.714519312	5.685559037	5.812748261	6.520520598	6.743008249	6.692859075	6.40566058	6.238640542	6.374215377
2787	12.92494084	12.94656512	12.96016416	13.14296888	13.18177779	13.16945265	12.10978053	12.07889331	12.04553436	12.26471302	12.2515842	12.24417526	12.76787956	12.76021524	12.76787956	12.9513953	12.96006722	13.0470892	12.46642424	12.38987868	12.6904733	10.46156791	10.55037102	10.27377981	10.45159256	10.44980364	10.44759725
2788	6.651435824	6.283888101	6.187768855	6.650664172	6.865914056	7.066157734	5.615653228	5.775110247	5.843293173	5.810759087	5.899641642	5.881161465	5.763255497	5.684495248	5.779273566	5.884084338	5.730093908	5.763255497	5.763255497	5.802698344	5.748196044	3.795018018	3.756242923	4.088416086	4.021733683	3.906674696	4.049321461
2790	12.32730773	12.39627825	12.4165474	11.96360543	12.00339833	11.97103324	12.39182256	12.3899113	12.40057832	12.31754346	12.38767025	12.32326176	11.9770651	11.95065395	11.98678057	11.46442522	11.525295	11.44602798	11.34150207	11.19518644	11.37711541	8.972864664	9.20479749	9.481453877	9.201815059	9.37506778	9.373510075
2791	2.827232887	3.520593933	3.149145902	4.045764765	4.101200083	4.806427587	4.482319256	4.883487262	4.747932902	9.241794442	9.306219482	9.3216636	8.552070126	8.586671852	8.468373869	8.929964275	8.811354309	9.033713071	7.228295316	7.336035777	7.482061879	8.568831283	8.600480556	8.447188517	9.142773987	8.9269411	9.155378239
2792	4.122632165	3.581373915	3.65214974	3.291292771	3.385411658	3.574350823	2.926693959	2.861629904	2.85441768	2.876963341	2.906824113	2.861343955	4.776013194	4.905802463	4.774334432	4.720763103	4.806980768	4.933613887	4.690841105	4.676724386	4.688421796	2.283003973	2.474046942	2.068315785	2.301526199	2.244465621	2.245350204
2794	6.854728922	6.96834956	6.764747364	6.499322076	6.610720535	6.763412975	5.341790881	5.376791722	5.187057643	5.676624901	5.641698604	5.657856559	7.189120962	6.908805933	7.076240356	7.099762296	6.816705216	6.895530602	6.910581195	6.564491735	6.821008383	5.505537045	5.809751684	5.473694454	5.791849807	5.674115934	5.536730749
2796	3.071448942	3.458808074	3.148150564	3.258126982	3.236823175	3.344342336	4.627937003	4.807969482	4.766715657	4.535022223	4.581578583	4.52789221	4.828950722	4.768106546	4.75050137	4.788089929	4.840375929	4.934793522	4.904836305	4.75688832	4.987117977	2.176989433	2.465287521	2.224893709	2.274851278	2.435887209	2.212762309
2797	6.378767518	6.863421685	6.513017121	6.577487306	6.453784667	6.431659095	6.346583147	6.513176657	6.595284088	6.558367787	6.612536703	6.283854218	5.206495812	5.311620342	5.060757806	5.096292854	5.238140662	5.297380854	5.332650056	5.414559179	5.340432999	3.949643163	3.884306355	3.99175681	3.91386339	4.312201047	3.895293573
2798	3.333912324	3.642502086	3.397795673	3.441627522	3.337768577	3.377744173	4.220896558	4.232885514	4.196294049	4.076473636	4.238920676	3.810826178	4.647406415	4.548446974	4.441518737	4.600132562	4.551545206	4.561332944	4.541264018	4.484524925	4.541264018	2.481793963	2.321633992	2.836338406	2.944109115	2.821667196	2.712763259
2799	12.65186847	12.46866863	12.56522609	12.41212329	12.35527045	12.42235572	10.14219897	10.12417319	10.33282506	10.95948732	10.94647033	10.96160631	9.867521319	9.951855577	10.08913317	10.24122483	10.23383235	10.15262799	10.42824036	10.60210285	10.62368013	4.0035879	3.449865778	3.554397672	4.167186566	3.764722294	3.697413576
2800	7.807129941	7.581805555	7.445210903	7.333786069	7.363271996	7.435151174	6.961175667	7.178628648	7.060497528	6.874936663	6.896949939	7.039194279	5.949988241	5.719322933	5.840500804	5.606073855	5.894043619	5.643516646	6.002345152	5.775853898	5.847025847	2.939924505	2.865826531	2.982871934	2.69292033	2.896271389	2.746537731
2801	8.335607327	8.23780743	8.254597594	8.108684628	7.898654675	7.733351958	9.972346644	9.942348464	10.10177827	9.600517716	9.561299912	9.586148277	7.327352845	7.260842661	7.448162776	7.043927378	6.859083164	6.972691129	7.578203742	7.268335639	7.14381477	3.959937929	3.52403423	4.146979252	4.009308828	3.91386339	4.270988542
2802	8.06136743	8.041171785	8.099890818	8.595267029	8.683295207	8.810816861	8.147676188	8.187894179	8.066178366	8.785463215	8.77373597	8.890189754	8.239212994	8.463122307	8.862674546	8.595095653	8.30177238	8.689996885	8.317113752	8.354359437	8.516219417	6.039504571	5.415154984	5.878953645	6.069058735	5.823004261	5.979990313
2803	10.5473324	10.1711549	10.17304908	10.00545635	9.96240449	10.00966317	10.34756536	10.43436359	10.52269726	9.957941426	9.921923602	9.90457513	5.512601	5.492152	5.562963	5.3019	5.317229	5.441239	5.525265	5.341709	5.786909	5.581617384	4.968075069	5.448022533	5.637927701	4.950090783	5.176968894
2804	8.022912768	7.726206406	7.561448751	7.652852935	7.652957137	7.741087098	8.968518999	8.98098358	9.054647276	9.310912475	9.195971085	9.321630577	8.252085745	8.273081081	8.520336987	8.838524404	9.01089878	8.855716621	8.783789365	8.967902354	8.768929765	4.070793524	3.303000459	4.196844151	4.399346638	3.861919814	4.147533183
2805	9.28216185	9.208468185	9.163893607	8.837825703	8.718600051	8.689213525	9.22904208	9.355801891	9.390375106	8.805018297	8.749030942	8.821172338	11.10075025	11.22863879	11.07813063	10.96223309	11.00209858	10.99918527	10.80864346	10.67133441	10.78489797	8.458507958	8.656974212	8.542128725	8.193734107	8.25895845	8.236276797
2806	11.72770896	11.84570711	11.86245649	11.13844085	11.16658017	11.09270589	11.07873215	11.05350386	10.99583816	10.99146978	10.98218488	10.89800023	11.9494339	11.92127687	12.14904655	11.76444764	11.72103985	11.75597345	11.7971227	11.88758701	11.76307976	8.313974735	8.719601722	8.482730305	8.447186362	8.512196746	8.398700194
2810	7.702551558	8.058378331	8.020503574	7.473253176	7.520610015	7.365677781	12.62114163	12.56032851	12.55077133	11.79839225	11.85538198	11.71857194	12.78829916	12.59783038	12.66173443	11.86629224	11.78950436	11.76903188	12.60982039	12.53947215	12.60582238	5.744875584	5.748973671	5.777816447	5.876723407	5.885738326	6.107685999
2811	5.400790713	5.54648621	5.435838982	5.586795245	5.501127487	5.106495101	5.234550802	5.168571126	5.314759641	5.437367061	5.410741282	4.990570861	4.978337321	4.939211487	4.987836036	4.997934321	4.939211487	4.967055134	4.900869175	4.939211487	4.901222541	4.448287114	4.293044326	4.383808806	4.405127494	4.517813505	4.448287114
2813	5.592987658	5.510076383	5.656924722	5.748588705	5.963385201	5.700435611	5.366344869	5.011130041	5.343130338	5.225045181	5.120893206	5.065124271	4.751518069	4.954901992	4.869428467	4.848457079	5.16433124	4.833510376	4.745052702	4.869428467	4.886721357	3.300791388	3.327950063	3.178752132	3.591823365	3.418740169	3.261779995
2814	3.103591623	3.040705061	2.91286748	3.228177084	3.190004754	3.087589028	3.209075927	3.037171927	2.879531046	3.10352333	3.226625005	3.272709378	4.843637339	4.974016114	4.808533057	4.808533057	4.762378074	4.619643844	4.76864458	4.728862629	4.919614769	2.354982289	2.343750821	2.40383273	2.434349642	2.388676695	2.343750821
2815	6.923432688	7.043547013	7.013625451	6.80531116	6.967940426	6.961845532	6.235983799	6.329709907	6.153900534	6.417700906	6.164196287	6.288896833	5.768496772	5.844007417	5.844007417	5.849064842	5.803246277	6.092356905	5.998260167	5.79395787	5.844007417	4.663886521	4.627226413	4.276809502	4.276809502	4.881883008	4.214690084
2817	7.62217887	7.639072021	7.59803898	9.517929461	9.425425907	9.858561734	7.225506014	7.455817585	7.424967821	9.279643037	9.273029815	9.539989999	9.342543189	9.272602268	9.631110127	8.721255339	8.688791931	9.128737786	10.04986925	10.11968454	10.38979831	5.163176592	5.357566653	5.651236753	5.495954294	5.410819933	5.624332978
2819	3.732407767	4.127212614	3.728321106	3.726625308	3.774777296	3.61340997	3.810171438	3.743430593	3.864659905	4.090895939	3.797633352	4.166063738	5.266118615	5.249584563	5.156813727	5.293434727	5.199650731	5.314359358	5.162519527	5.25873333	5.140894475	3.788180021	3.188116893	3.55071725	3.610021641	3.657911548	3.566492311
2820	8.216900829	8.257863921	8.093805474	7.210617025	7.065501228	7.136876047	10.33745098	10.35384842	10.45072405	9.673597712	9.742010487	9.660994902	7.976161947	8.076471681	7.591579283	8.835990012	8.524692833	8.172912204	8.810570624	8.755655535	8.3618846	2.35864973	2.751181507	2.507387497	2.494541438	2.533954025	2.416489544
2821	10.96223921	11.05944049	11.1843481	9.825528838	9.842710794	9.846122953	10.81128425	10.80292031	10.59943917	10.39588626	10.35039243	10.42405341	12.14716947	12.20450312	12.36612982	12.00595635	12.10443775	12.15068941	12.01265591	11.95096694	12.11318211	8.956182923	9.356994276	9.34406085	8.934741996	8.853691754	9.301533207
2822	3.920935545	3.66980368	3.817474033	3.549503784	3.513232773	3.827267013	3.912863014	3.761533541	3.837018838	3.179468025	3.375022577	3.455258806	5.007876	5.101057	5.040703	4.947974	5.076303	4.99156	5.27198	5.07814	5.157551	3.233274032	2.90304362	2.662528557	2.559873446	2.68060286	2.636302545
2823	5.316152617	4.817496722	4.783597009	3.726625308	3.745096171	4.211598032	5.920306537	6.061265472	5.872149512	5.659989458	5.333928151	5.399679287	4.847992545	4.853302576	4.835756508	4.992158341	4.894923632	4.853302576	5.052414894	4.847451308	4.849458111	2.275087493	2.052662906	2.330967446	2.5126367	2.123140211	2.347497166
2824	5.673262363	5.54648621	5.832915185	4.942568136	5.10364547	4.763958893	4.218073618	4.181578894	4.120779434	4.087965573	4.146840681	4.01847345	9.097109533	9.222784185	9.339169455	7.863791456	7.976919223	8.143477577	8.678031657	8.628829147	8.691743187	2.531745742	2.342260314	2.501363012	2.634821388	2.599696414	2.374153102
2825	4.638442142	4.475373726	4.453544247	4.721501807	4.767085798	4.221643486	5.094256602	5.002676293	5.041056785	5.057662531	5.280968835	5.042984	5.444883405	5.404806932	5.447948989	6.256273264	6.205625951	6.12526479	5.424628043	5.6142694	5.669893498	2.219909993	2.252421763	2.352533534	2.160232562	2.287302289	2.297476867
2826	5.946042008	5.429415193	5.338729401	4.974613113	4.802317062	5.268017126	4.741923927	4.810295413	4.625363256	4.678250132	4.565175892	4.261251012	5.203955	5.030388	5.168551	5.030388	5.059628	4.737746	4.794472	5.030388	5.008074	3.19583234	3.426566616	2.657220041	3.620893836	3.060864764	3.117176746
2827	4.897553524	4.547781152	4.602292023	5.20033612	5.066871332	4.874877677	5.738525297	5.666525923	5.558303981	5.344547899	5.423197702	5.212222799	5.26852199	5.251440476	5.28868275	5.241028989	5.241028989	5.393289094	5.13208622	5.017064114	5.181130031	4.008832401	3.957222759	3.627856932	3.813059361	3.961193114	3.629814422
2828	5.380242231	5.705275598	5.565855369	5.388913589	5.354790393	5.705275598	5.351783838	5.146545255	5.389832102	5.472047267	5.324391103	5.356153716	4.94334072	4.7676955	4.844265375	4.970011836	5.134085773	4.94334072	4.965627266	4.724012118	5.046101046	4.085337392	3.798376907	4.028998431	4.015661097	4.47620057	3.905319889
2829	4.231414225	3.902352895	4.210217418	4.099016204	4.08966619	3.930311649	4.739178018	4.869235055	4.686034457	4.837974272	4.678250132	4.888110306	5.068535	4.813823	5.008887	5.187402	5.041307	5.002354	5.000386	5.198498	4.908499	2.52819058	2.682288237	2.521425613	2.291134708	2.711627544	2.62613669
2830	3.947798495	3.550281007	3.954246557	3.607750757	3.471148938	3.888104481	5.589018293	5.552673871	5.545591441	5.767853316	6.012077816	5.770681141	4.919862941	4.937365133	4.921929436	4.919044441	4.966973398	4.921929436	4.879799867	4.921929436	4.916962374	2.413709578	2.286824184	2.334688331	2.483628204	2.439364629	2.521967484
2832	3.540137446	3.56524446	3.496313217	3.709397526	3.573613465	3.472224925	3.523286192	3.57239356	3.248200997	3.526082631	3.627113329	3.275247935	4.78172	4.78172	4.700648	4.821804	4.773646	4.666606	4.817545	4.843396	4.813798	2.478308812	2.23516815	2.405255703	2.310577967	2.716535468	2.634821388
2833	4.8279736	4.624243028	4.624243028	4.495044003	4.470257284	4.460684393	4.226997064	4.376306809	4.235078471	4.698788017	4.215592994	4.445655253	4.894823936	5.040828532	4.809138332	5.076964276	5.084607099	5.016731409	4.762352367	4.987008534	4.881079052	2.69582371	2.674348346	2.695192911	2.851278801	2.717475098	2.763360541
2835	3.960568573	3.972733337	4.319315099	4.490723077	4.491555216	4.203642282	3.912689194	3.719229038	3.820322909	4.031437529	4.23937421	3.799244696	4.985017444	4.802456609	5.014758357	4.970510291	4.917113995	4.973354674	5.121192018	4.966475574	5.207330711	3.297594324	3.417927692	3.355980149	3.369186358	3.592387139	3.404023411
2838	4.743580168	5.031318282	5.085712568	5.180775993	4.980158921	5.326451016	4.82848934	4.914597926	4.830428612	4.902690881	4.912065931	4.715989828	5.656733808	5.553545485	5.623598988	5.623598988	5.623598988	5.807542041	5.574625524	5.734391083	5.499221666	3.007215604	2.751556066	3.118564839	2.850367384	3.463035519	2.841975077
2840	3.906784143	3.868538278	4.733364741	6.233553619	6.236417127	6.519312092	3.750168651	3.977790195	3.916695689	7.815784049	7.954150695	7.762667239	5.286634674	5.370094577	5.100273673	7.079851807	5.979408257	6.586327512	5.326612226	5.282770936	5.196804895	3.158874192	2.949243027	3.127069489	3.113323782	3.296716547	2.989643785
2841	3.147115481	3.373978135	3.11350455	4.10657223	3.9645734	4.626245049	3.391831471	2.954645384	2.8940925	3.13305179	3.27247001	3.252373119	5.041593771	4.789732047	4.961305715	4.666802242	4.972573191	4.879125191	4.882905755	4.747111893	4.88955024	2.446123341	2.483145557	2.375740507	2.20305843	2.510540821	2.332665329
2842	7.43683826	7.314931845	7.249667527	8.122721306	7.981449618	8.099239371	6.433886387	6.257550362	6.26435265	6.051468031	6.10877319	6.194413737	5.513837396	5.613545741	5.471529039	5.38695381	5.461783366	5.420725284	5.391879511	5.091344957	5.236920315	4.252765592	3.993658997	4.391692611	3.955877719	4.120284473	4.271946306
2843	5.16218202	5.355857435	5.233460444	5.176833156	5.231000112	5.277051932	4.729874417	4.980258087	5.04082965	4.975352686	5.029007953	4.682068333	5.176388953	5.138351439	5.138351439	5.19284824	5.138351439	5.059528111	5.233788642	5.138351439	5.02425006	3.349085439	3.090737312	2.927794458	2.602178847	3.04066356	2.775715097
2844	5.055712205	5.112677292	5.358802427	5.109654276	5.227542942	5.249143358	5.353807196	5.106378735	5.250466609	5.216809973	5.212374428	5.232331231	5.360796	5.326521	5.275878	5.274134	5.426018	5.427956	5.532501	5.348957	5.626518	3.822324822	3.552745368	3.67344657	3.847503662	3.696693735	4.100179995
2845	3.08927319	2.970944681	3.221792985	3.254391823	3.096971157	3.039626172	2.304390438	2.341251267	2.319486659	2.369267832	2.391406137	2.445668261	5.261286	5.095972	4.961102	5.184973	5.181571	5.050763	5.095972	5.092374	5.095972	2.91798743	2.879493079	2.789259411	2.967982323	2.820910038	2.815883813
2846	3.702437805	3.725996396	3.793109232	6.135546114	6.07577902	6.255009887	3.382010207	3.171641334	3.550926996	3.415086213	3.67438808	3.793078328	4.962111309	4.812556642	4.664290021	4.789256639	4.853818864	4.707578503	4.835516603	4.67116215	4.589212164	2.605115802	2.722379771	2.570680537	2.692937127	2.537055367	2.476198638
2847	4.973500924	4.987123265	5.161381698	5.150162502	4.988884104	5.141978113	4.729874417	4.744286038	4.625363256	4.608318885	4.605474765	4.548195998	5.510643	5.279647	5.299578	5.571838	5.143392	5.096423	5.318775	5.323541	5.169677	2.590192912	2.902897126	2.717600725	2.647612454	2.871905197	2.679714238
2848	3.984243525	3.987431906	3.974867649	3.672819154	3.664804387	3.687819892	3.469663258	3.449941175	3.364350012	3.40788855	3.399423755	3.496177723	5.788304	5.972716	5.631198	5.788304	5.788304	5.815004	5.788304	5.783673	5.786821	2.666893722	2.736416568	2.430671774	2.463949727	2.362288494	2.454248812
2850	3.248418938	3.176417838	3.189781867	3.163053808	3.030539954	3.176417838	3.591408995	3.119024237	3.108713373	3.119024237	3.186739979	3.008919903	4.928419	4.912556	5.017134	5.137146	5.027855	5.023445	5.025486	4.937823	5.081344	5.008644835	4.918015568	4.920489658	5.13483237	5.010768144	5.103933868
2852	7.136477491	7.134281194	7.299548513	7.631024384	7.763272141	7.794765772	6.493238784	6.551764567	6.487612887	7.055882158	6.999164571	6.969640736	4.994115386	5.00399633	5.262146942	4.983845963	4.874026484	4.939591441	4.775966586	4.963620342	5.17104333	2.867918152	3.175419957	2.95713979	2.867752049	2.752336506	2.71237736
2853	4.632137692	4.683666196	4.762334143	4.792138519	4.688558266	4.600725055	5.261775366	5.023048665	4.940395339	4.975588727	4.815637365	5.188581965	5.205206603	5.12316617	5.010024151	4.86262911	5.010024151	5.026614636	5.011282321	4.808873717	4.749373821	3.389485134	2.697111156	3.030712797	2.764667894	3.165497554	2.74223535
2854	4.271154983	4.526554356	4.521362849	4.378923126	4.413827356	4.571626258	4.006094678	3.910554892	3.731828174	3.898539006	3.828240198	3.953713467	5.389006	5.485454	5.203403	5.553334	5.389006	5.406443	5.265175	5.21336	5.332838	2.816124313	2.906488695	2.590486014	2.587233934	2.709234693	2.804282
2859	6.587983003	6.337997421	6.376296412	5.962015729	6.043511188	6.200902971	5.802397387	5.942218774	5.857283576	5.93640932	5.730413347	5.664072872	5.43159191	5.341036599	5.371904391	5.405699703	5.484707795	5.567832661	5.186285958	5.013459565	5.122577827	4.304990704	4.455296032	4.556643345	4.361363907	4.468943419	4.472635225
2861	2.585494725	2.590651172	2.581719969	2.542599286	2.296520848	2.593007442	4.080225051	5.008443076	5.195214908	2.77175063	2.573756879	3.001667324	4.59841191	4.482926974	4.570738633	4.635186844	4.656502828	4.61758987	4.650860563	4.655605902	4.580841903	2.256011484	2.435849913	2.031557747	2.090840174	2.259934982	2.070382849
2862	3.823954741	3.562255982	3.839243524	3.672744627	3.679285188	3.410722394	3.099991551	3.17586594	3.184631916	3.265048825	3.028096818	3.004642052	5.080847	4.917717	4.895903	5.025297	4.875585	4.935749	4.941321	4.947117	5.111556	2.488299574	2.628315931	2.231192252	2.50868295	2.38357574	2.252878673
2863	8.354611544	8.366549334	8.376987006	8.089505471	8.033981315	8.057034186	8.102645882	8.091303446	8.026351087	6.054096436	6.262551917	6.222516916	5.651121073	5.461292963	5.331866632	5.651121073	5.651121073	5.651121073	6.408486717	6.1717606	5.532993783	2.877213553	3.687038734	3.096473318	2.882921868	2.909759928	2.798917635
2867	3.818349821	4.016272123	4.060813348	4.146356049	4.089972473	4.068202078	3.749236335	3.887475264	3.837737589	3.735237422	3.788724229	3.664651745	4.856706	4.678658	4.856706	4.856706	4.662686	4.873172	5.040415	4.774965	4.904448	2.783808722	2.572580553	2.717951158	2.604175246	3.019240316	2.587930743
2868	2.767470231	2.892804726	2.900295072	3.209019708	3.236957316	3.104590535	6.141774034	6.140329414	5.845271396	6.528163842	6.575484254	6.620725074	4.815992147	4.723088675	4.725574287	4.990261315	4.878283567	4.648754322	4.637464136	4.73871486	4.703957682	2.373900214	2.432035497	2.252762806	1.911889347	2.177703759	2.173632024
2869	8.368038299	8.249338044	8.065419981	8.775143065	8.986968488	8.797098004	7.687010372	7.853515527	7.733719063	7.318808353	7.318808353	7.426257915	5.817745583	5.70569584	5.633357663	5.745515618	5.627660997	5.627660997	5.627660997	5.425320012	5.545049393	3.017838068	3.118057137	2.758108589	3.949943683	3.35975391	3.522464707
2870	8.064516434	7.958433159	7.948302877	7.618845918	7.629637494	7.7036571	7.115695718	7.363906901	7.310319113	6.629817205	6.861118071	6.835199306	7.178792119	6.83216653	7.581818459	6.659706452	6.27382484	6.357011141	6.565407997	6.613119512	6.572283663	5.671036511	5.498529885	6.122054246	5.865848323	6.162423012	5.999797271
2872	12.23413234	11.80457857	11.8695126	10.244789	10.31269801	10.24657627	9.274290935	9.226787739	9.215404602	7.818278391	7.849105482	7.854655669	12.27277	12.19298	12.34318	11.48201	11.46756	11.52534	11.905	11.91821	12.20466	8.340371604	8.697407465	8.693404168	8.325440948	8.188993561	8.563494739
2873	8.237607889	8.446244677	8.333941312	8.673054676	8.742898059	8.714781081	9.357841967	9.307143404	9.147725672	9.483892406	9.324040461	9.419682688	8.593883	8.360724	8.236757	8.282761	8.182264	8.254059	8.119435	7.848827	7.9009	6.219114405	6.503763222	6.279656781	6.258158013	6.451814006	6.525467017
2874	9.047813832	9.308215687	9.310345839	9.392452068	9.335440112	9.109017677	8.517937756	8.434181186	8.203602302	8.633931012	8.668996863	8.710186448	8.726098652	8.6663408	8.596547536	8.996378455	8.918796075	8.946999473	8.396392878	8.04017794	8.120052631	6.895937119	7.286588534	6.416800762	6.74228229	7.195246488	6.772637839
2875	7.172210878	7.291056968	7.468578243	7.218789795	6.99825846	7.196556502	7.074296512	7.195204527	7.05205001	6.968323974	6.990064819	7.120369956	5.444044444	5.1354943	5.164193002	5.125337116	5.236932593	5.161927412	5.161927412	4.957741205	5.036783263	3.261575818	2.923578236	2.868985913	2.796750629	3.222631741	3.042298376
2876	12.26749504	12.35958378	12.45354053	11.96949956	11.99369773	11.96043613	12.71222007	12.73000682	12.73284428	12.26121118	12.2894492	12.29362627	12.39607033	12.39469755	12.27950731	12.24738581	12.24378685	12.38682236	11.83648888	11.78267666	11.87000728	9.673876101	9.818702959	9.530983091	9.332339758	9.474673286	9.156705831
2877	7.446648287	6.709597564	6.516811541	5.114075782	5.09426962	5.285332217	6.186299186	6.592405313	6.506398157	5.097350335	4.616570833	4.843665704	6.018509767	6.2072829	6.260279461	5.665142808	6.143052418	5.817818785	6.055259682	6.03781989	6.356443063	4.889387068	4.498535999	4.362697903	4.438493339	4.656725772	4.212081337
2878	3.516621214	3.335118644	3.686007648	3.568230279	3.775392399	3.649001854	7.730306008	7.717889997	7.695583279	8.923305555	8.740449975	8.942558907	8.101439403	8.17348141	7.559627877	5.661721365	5.72611403	5.512820578	6.816525331	6.686304685	6.812406513	6.866148472	6.892308895	6.606219751	7.184525596	7.283488797	7.317456015
