EntrezID	S_HCC_Ctrl_R1	S_HCC_Ctrl_R2	S_HCC_Ctrl_R3	S_HCC_TGFb_R1	S_HCC_TGFb_R2	S_HCC_TGFb_R3	S_NCI_Ctrl_R1	S_NCI_Ctrl_R2	S_NCI_Ctrl_R3	S_NCI_TGFb_R1	S_NCI_TGFb_R2	S_NCI_TGFb_R3	T_Ctrl1_R1	T_Ctrl1_R2	T_Ctrl1_R3	T_TGFb_R1	T_TGFb_R2	T_TGFb_R3	T_Ctrl2_R1	T_Ctrl2_R2	T_Ctrl2_R3	W_Ctrl_R1	W_Ctrl_R2	W_Ctrl_R3	W_TGFb_R1	W_TGFb_R2	W_TGFb_R3
2	3.378005361	3.44190133	3.658985552	3.562072249	3.592343522	3.752615747	5.123849079	5.170629847	5.150285287	5.087717624	4.802982697	4.539319955	4.881446	4.957741	4.957741	5.021006	4.957741	4.874664	5.134511	4.957741	5.099819	3.09268592	3.522514722	3.116517546	2.961264249	3.095647833	3.077958653
9	9.808724767	9.850604985	9.855068791	8.562213509	8.446298288	8.326316812	8.02390968	8.085010464	7.879816214	7.420857096	7.400648375	7.369982402	8.950681713	8.869001152	8.827853307	8.827853307	8.834212129	8.835467468	8.506163076	8.616943274	8.552184111	5.235870098	5.431020125	5.040573513	5.476286918	5.511954925	5.123399211
10	4.611708663	4.718516201	4.835700639	4.648048195	4.62455886	4.672415768	5.647239812	5.581731223	5.524095688	5.564653606	5.515069198	5.345369395	5.057659278	5.028979963	5.196755032	5.141568797	5.059402445	5.062695266	5.196449052	5.233412015	5.183326008	3.087464758	3.150152923	3.270087123	3.178775941	3.178775941	3.127421827
12	6.601486143	6.33150017	6.407015756	5.537424751	5.255373862	5.670024571	5.590889661	5.696827689	5.637324349	5.524755716	5.378618377	5.248657228	7.206788437	7.206788437	7.461161664	6.357786922	6.257915641	6.522609318	8.51491003	8.310762843	8.455021055	4.215635224	4.025099507	4.021180706	3.570745998	4.066278435	3.894421862
13	4.72606018	4.518533731	4.559143751	4.935457592	4.511420469	4.754320515	4.624876558	4.569919751	4.648632754	4.534500871	4.525735343	4.312714827	5.282877841	5.335218828	5.428163733	5.479170066	5.331138427	5.272948771	5.350130243	5.323150155	5.350431814	3.017747644	3.925514779	3.052982572	3.401726782	3.095995108	3.172233655
14	9.269044738	9.434560675	9.471772233	9.032226488	8.988579492	9.016916723	9.382541429	9.470100472	9.331570423	9.258574116	9.287160041	9.280490119	9.862338675	9.819057621	9.722844983	10.15920186	9.948421398	9.693687724	9.39104997	9.360824413	9.228029609	6.763627928	6.892833238	6.650002075	6.656763219	7.031176336	6.803445952
15	4.092798382	4.185750673	4.278702964	4.185750673	4.245345946	4.165045893	3.706131064	4.088896961	3.895866616	4.102872266	3.64442508	3.710569761	4.638372994	4.719698959	4.665564409	4.665564409	4.664241697	4.679359154	4.851199536	4.665564409	4.616086067	2.752336506	2.716121124	2.71677048	2.860463654	2.843450198	2.790777123
16	10.88408297	10.93142929	11.00589343	10.5578766	10.47115645	10.51336661	10.5050782	10.59031074	10.70322298	10.30629494	10.24004161	10.30020565	10.64333486	10.64333486	10.94832358	10.68191833	10.64853209	10.55290916	10.53806651	10.64333486	10.37022716	6.578754093	6.735708985	6.808984381	6.698541743	6.621464423	6.68937703
18	6.739767157	6.729950146	6.555929722	7.894639112	7.840882675	7.935203453	2.672253418	2.897936833	2.854673334	4.156335715	4.019027469	4.275778857	6.097994487	6.08393347	5.936684431	5.85115965	5.898927539	6.034869586	6.09870673	5.851436074	6.055368019	2.143911413	2.164547794	2.146454229	2.433457561	2.347544852	2.564361654
19	9.829400936	9.755261442	9.729215069	9.531828601	9.584665674	9.801379366	9.143480235	9.299584747	9.363588538	10.40423458	10.44207366	10.37939851	7.592355673	7.294966826	7.723884675	9.291940028	9.381522816	9.200177287	8.277724718	8.420146065	8.352575538	7.333692307	7.612244627	7.859803342	8.379980175	8.451487598	8.371618902
20	7.004227435	6.908831554	7.103170656	6.728178455	6.596620323	6.77891895	7.073460335	7.11810178	7.26736704	6.628868659	6.746820145	6.480002056	5.155856063	5.155856063	5.302467921	5.055010753	5.139144302	4.884638173	5.358203224	5.229604273	5.193446983	4.034603161	4.376087297	4.242934348	4.135331574	4.153216199	4.062318246
21	7.371997769	7.534466724	7.282290604	8.156983193	7.95317841	8.047156258	5.634872191	5.791620881	5.66402831	5.565475652	5.71062723	5.752670141	6.026851182	6.159148865	6.259039287	6.044660908	6.135280347	6.153056457	6.191372574	6.132203452	6.1057343	4.629806833	4.000600326	4.520058355	4.347183651	4.156873092	4.264134242
22	10.99104747	10.88859461	10.86912808	10.62220642	10.63683248	10.67376546	9.403724097	9.484778754	9.474499003	9.048654858	8.977451104	9.17640876	9.868588219	9.895467112	9.688210967	9.043805599	9.115794277	9.173217299	9.544423347	9.515437078	9.515437078	5.996593611	5.60541303	6.12828453	6.124772127	5.837636698	6.309125922
23	9.558546137	9.678123657	9.721764791	10.26836785	10.2277232	10.21239667	10.25700608	10.24009929	10.08525418	10.57593721	10.52406021	10.57312976	10.37668683	10.47689224	10.78756452	10.63113599	10.59708736	10.66176714	10.29357909	10.35107388	10.44603133	7.119126822	7.135828078	7.090023187	7.122687879	7.200402211	7.009638149
24	4.947886164	5.25816224	5.009080417	5.077840989	5.307704999	5.384808299	5.235551302	5.296847019	5.119060493	5.265710389	4.982169155	5.016940688	5.220159202	5.220159202	5.25543553	5.145978113	5.152208446	5.279879568	5.174242006	5.087280846	5.069966048	4.458812585	4.933248212	4.405267849	4.245427146	4.604010331	4.496195662
25	9.219276176	9.113590304	9.179061522	10.3215658	10.22366593	10.37228789	9.556431897	9.599363729	9.374667433	10.31122843	10.3252446	10.44726571	8.886549187	8.876505826	9.317907561	9.907265925	9.846668278	10.14917176	9.016111243	9.302198668	9.192401665	6.063797924	6.442122055	6.590414273	7.101186521	6.947160005	7.311003959
26	5.34150992	5.016106479	4.885775997	4.721010508	4.726552813	4.622700941	4.103710576	4.305441701	4.362020504	4.5351234	4.134196196	4.279025375	5.090155063	5.052520546	4.989671675	5.065581959	4.834758464	5.052520546	5.040883401	5.255249375	4.806402914	2.989667451	2.995595387	2.991149435	2.949099332	3.036163506	3.056577786
27	9.280116394	9.502293575	9.44619031	10.37275254	10.36550248	10.46099435	8.711577599	8.733910669	8.723091921	9.241447727	9.329632257	9.270385007	5.577661788	5.564352029	5.557131661	5.843725275	6.063987799	5.568203657	5.586484399	5.656099697	5.566943362	3.135609642	3.289005247	3.38994508	3.128592861	3.397868055	3.217328384
28	4.760625077	4.784405099	5.201220748	5.136683674	4.942064261	5.275466959	5.016597168	4.787478648	4.645268306	4.522502907	4.625363256	4.753832932	4.745856	4.888206	4.901958	5.192115	4.975292	4.945185	5.050817	5.096951	4.836643	4.81764069	4.867231617	4.526248789	4.412381179	4.178092947	4.565014808
29	10.13707147	10.02954511	10.09354496	10.58656311	10.63795437	10.49462603	9.09294414	9.116860434	8.975479338	8.75201093	8.750402387	8.71004099	7.894830366	8.111047646	8.519248735	8.494737367	8.451789332	8.646901992	7.806206592	8.196824209	8.312629472	3.216133994	3.371653834	3.287251415	3.182864081	3.507622483	3.379871187
30	10.62571341	10.63213662	10.7043902	8.895649333	8.919167417	8.780873615	9.888870162	9.804257273	9.718356196	9.033532218	9.152608926	9.141636195	9.60790591	9.55431573	9.540167395	9.268866132	9.262374074	9.574854737	9.684546943	9.604455039	9.616153644	5.661754578	5.903091078	5.395836548	5.19419008	5.536000729	5.529164551
31	8.17650697	8.106320973	8.1963317	6.35618466	6.100087825	6.553383897	9.981267624	10.01075546	10.09148568	9.48181966	9.444610319	9.491429092	10.06723856	10.24275037	10.49343268	10.04507281	9.875663607	9.925934529	10.68766507	10.72475391	10.54428124	3.9566801	3.877523532	3.424030557	3.775478466	3.794849557	3.842405916
32	5.992644524	6.113630582	6.186322126	5.819403112	5.942010956	5.844773602	4.555873967	4.486545784	4.413077398	4.0985362	4.310776862	3.92348783	5.134117341	5.064966714	5.220473225	5.210096404	5.283606767	5.356990956	5.273773063	5.174116075	5.269676973	3.826929856	3.446938825	3.713096239	3.359240042	3.319158059	3.428920927
33	3.075188472	3.411991908	3.097269084	3.217376114	3.091611288	3.044143173	2.959350375	2.748810386	3.049249254	2.656803722	2.551886126	2.928514513	4.815857548	4.736355573	4.758386072	4.701235145	4.642259668	4.736355573	4.748520808	4.633733945	4.7026563	2.646800752	2.726128415	2.462881856	2.578852496	2.541777791	2.588644924
34	11.10880535	10.95582939	11.11197673	11.12729837	11.2032579	11.09623043	10.43806472	10.33408484	10.40881109	10.08049445	10.15231037	10.00503973	9.531738246	9.392227671	9.315867071	9.149774062	9.32760085	9.149929601	9.24370944	8.98724467	8.939876211	7.005965956	7.0781274	7.122345475	7.084421663	6.844687877	6.718305205
35	7.403753111	7.301353561	7.295196979	6.45426458	6.499211036	6.626173769	6.411272985	6.286105477	6.352267108	6.475574199	6.14148181	6.292494711	5.605975628	5.77324878	5.665436044	5.588348419	5.69577073	5.588041345	5.665436044	5.73450941	5.751676925	6.18147223	6.226378934	5.822684967	5.478768207	5.716039383	5.812352614
36	6.723631925	6.516078837	6.343929852	4.896267571	4.883146595	4.814181012	4.337733131	4.515845789	4.294863264	4.671297612	4.780707561	4.678250132	5.703821846	5.573468236	5.408847254	5.518499782	5.531877892	5.321087648	4.891924435	4.932701441	5.120282243	2.483623177	2.428201453	2.257560199	2.610909851	2.631033171	2.325167301
37	11.49288602	11.27140236	11.22890243	10.7623892	10.75506034	10.71696922	9.168860103	9.272007767	9.196664433	9.001119813	8.994587561	9.109453745	10.21302284	10.09892722	10.35909749	10.25505301	10.12784508	10.21980478	10.52217058	10.4849449	10.61297158	7.018506764	7.166874203	7.288849288	7.116488637	6.925332744	7.418561067
38	11.30287936	11.47981195	11.43891106	10.78623069	10.79297683	10.73354249	10.67851654	10.63053009	10.59447764	10.35464306	10.37994427	10.35796596	10.99654799	10.86657039	10.91047602	10.46681323	10.34148423	10.35374938	10.66356719	10.63817048	10.66035996	7.786578021	7.650967939	7.959422064	7.603835893	7.591262797	7.621079853
39	9.19792187	9.641345288	9.59675855	9.338686171	9.303870131	8.971317609	9.298209138	9.275291586	8.99837479	9.690667391	9.712327072	9.820287277	10.65656371	10.74591042	10.52762322	10.60565416	10.61644662	10.79366329	10.60371446	10.42089359	10.60565416	8.420456146	8.782203318	8.735504741	8.730387249	9.215595954	9.013883672
40	4.521433127	4.375305242	4.508605351	4.521433127	4.473784091	4.609525406	4.163453245	3.895703999	4.070869512	3.915140323	4.017190339	4.0420797	5.42865523	5.33339184	5.365125863	5.365125863	5.365125863	5.294690238	5.401319435	5.348167182	5.365125863	3.704510617	3.347844406	3.804437692	3.569382491	4.023859876	3.584592665
41	5.582217978	5.555640737	5.393043852	5.726653133	5.718512643	5.99656344	5.529835892	5.610418685	5.779999485	6.402850273	6.301649819	6.442039123	5.702779483	5.702779483	5.831068471	5.454196624	5.384107706	5.456782873	6.077318271	5.919329457	6.355216319	5.339623042	5.3817221	5.355270401	5.198536538	5.060055575	5.083012487
43	6.078155938	6.300583947	6.452718587	6.193829523	5.951423392	6.019720964	5.052024799	4.959534787	5.115935764	4.986813517	5.045085288	5.453298398	5.106002474	5.264034657	5.303928237	5.181735996	5.219933328	5.018758547	5.430929247	5.165342719	5.162165406	2.680919311	2.505782082	2.441771954	2.505445111	2.301624775	2.394377352
47	9.442030535	9.547658141	9.602129352	9.682550777	9.610763247	9.816872649	8.426118996	8.600019233	8.474012815	10.19271437	10.0940648	10.06248536	11.31138866	11.33326205	11.42065172	11.65891547	11.63226807	11.60049581	11.66155295	11.79829615	11.52552675	6.901441077	6.908461057	6.921736006	7.763557486	7.495681406	7.662075508
48	4.278583897	4.296554463	4.417713499	5.076870108	5.33803939	5.048915275	3.732417265	4.138924754	3.920726727	3.990051356	4.148663552	4.40198293	9.20129865	9.103920493	9.308173065	9.890361283	9.981462699	9.939709365	9.516532291	9.516532291	9.424375647	6.957548488	7.138354956	7.523526888	7.243545745	7.225071885	7.177290025
49	4.877986334	4.753023425	4.604675482	4.81438769	4.691022289	4.560751068	4.381733012	4.375725354	4.419107287	4.195018083	4.276502022	4.070898938	6.265000921	6.284038954	6.284038954	6.587520552	6.318681332	6.251925809	6.261505356	6.284038954	6.312872061	3.51940924	3.792511626	3.609792276	3.821760221	3.880370589	3.770621193
50	8.491425837	8.372071134	8.351655581	8.390476841	8.53030313	8.731141828	5.556531485	5.293592181	5.661069094	5.541994264	5.650934888	5.422634888	9.94887096	9.91408568	10.03242723	9.929986245	9.880759831	9.648481973	10.14619996	10.23785187	9.950256897	2.98569705	3.003050682	3.22416018	3.033296322	3.262310942	3.263737714
51	8.82742453	8.89346763	8.697561341	8.495534279	8.52266282	8.582117015	8.901185104	9.073759404	9.097576953	8.533061025	8.538860809	8.661837552	4.832722797	5.044923827	4.944311116	5.001798049	4.832722797	4.964538168	4.544033157	4.737552451	4.74860598	3.878205395	3.475681544	3.748805959	4.003567893	3.815165688	3.585931099
52	11.13153312	11.11263412	11.15290845	10.86630602	10.86756728	10.67591269	10.8505539	10.87397767	10.76729756	10.70380134	10.68910252	10.77525775	11.00380529	11.02332798	11.00819174	11.24581798	11.25410722	10.98594382	10.63766109	10.60219373	10.39901645	7.913247511	7.896171032	7.705787919	7.893903873	8.109594581	7.99936364
53	7.64245772	7.485368332	7.493131499	8.527177538	8.3947771	8.72484305	7.331823334	7.362685405	7.201780217	7.89484104	7.942614232	8.019802148	7.746813941	7.930456976	7.710952187	8.062429535	8.042719609	8.099723495	8.443348996	8.985714579	8.526597408	5.39645282	5.830763181	5.536560421	5.474713732	5.62072294	5.570176626
54	8.031395348	7.916747578	7.774680013	8.003214184	8.144312151	8.501803409	7.136357274	7.301621221	7.457616099	6.074598034	6.363307657	6.122443147	5.677147616	5.46079448	5.613545741	5.278353011	5.599229165	5.591733454	5.829296146	5.857545362	5.873493417	4.691802623	4.317714322	4.555478254	4.218723104	4.364543532	4.114632696
55	6.235682714	5.939874306	5.962388144	4.800391773	4.882923046	4.787946792	4.997440238	4.833844114	4.885321839	4.615785183	4.300935467	4.552721645	5.434429348	5.242155429	5.262418346	5.251164795	5.183650693	5.266055638	5.322769563	5.35128371	5.270218475	2.442356689	2.276569868	2.550599801	2.482747034	2.464145981	2.266022815
56	3.453585112	3.63601504	3.453585112	3.766578228	3.906908169	3.855069034	4.494763076	4.286888928	4.700568312	4.767783408	4.837427384	4.552738194	4.919092756	5.026963409	5.234201045	5.074050931	5.307352227	5.084089685	4.94167012	5.051768194	4.874920994	2.954483201	2.866700759	3.004524167	3.033436575	3.194088892	2.862419187
58	3.978034898	3.645713389	4.06844356	4.000420919	4.146478314	4.319782704	4.363175322	4.082785271	4.190514768	4.836881117	4.396016679	4.285416251	5.241204981	5.25510112	5.25510112	5.203910701	5.306795944	5.303338733	5.252399435	5.403465655	5.25510112	3.52403423	3.52403423	3.46373786	3.586111133	3.463172649	3.62006886
59	6.51005757	6.513243198	6.482518537	6.563279202	6.572188752	6.634140984	3.559663408	3.464204046	3.457323835	3.498704799	3.230572314	3.179093058	9.354552705	9.225755109	9.380158408	9.601312676	9.532266839	9.764162305	8.194662879	8.378100788	8.389408919	2.636038813	2.875420532	2.575403648	2.592773517	2.615740512	2.574848413
60	12.84956231	12.98998345	12.95041774	13.35792252	13.35063925	13.429842	13.22571911	13.14731714	13.10032001	13.34528194	13.33542074	13.31031612	14.27004	14.34077	14.28874	14.40876	14.43198	14.37441	14.46697	14.48994	14.38199	11.28651409	11.56399473	11.69400993	11.540588	11.76026928	11.76377759
70	6.02414671	5.866937426	5.989423552	6.131759594	6.031394165	6.138687353	5.66003739	5.63631697	5.684292975	5.983918913	5.91974477	5.864442274	5.206405147	5.22752181	5.247829227	5.277441453	5.247829227	5.479679405	5.298341366	5.246131795	5.110079918	4.933139244	5.070201685	4.922982891	4.974390127	5.376570614	5.099699369
72	4.824857745	4.777524905	4.946492826	5.752142995	5.252106637	5.806065366	4.947274269	5.013651037	5.15464536	5.333363303	5.469891031	5.122585223	5.39713198	5.559853753	5.247829227	5.55928946	5.415392143	5.70757211	5.235347524	5.308926979	5.355259982	3.707678831	3.723197207	3.98324228	3.847503662	3.927420368	3.741003308
81	9.985456864	9.964258915	9.982543069	9.415170041	9.380774175	9.488738772	9.971133259	9.920836696	9.799024984	9.600907035	9.640721812	9.723490847	9.393842623	9.310828215	9.580027803	9.338484858	9.418133701	9.540410574	10.02692492	10.15109642	10.26870799	8.218974391	7.790918765	7.877443105	8.034614257	7.846318842	8.117001838
86	10.91605066	10.53587662	10.78559316	10.78559316	10.8058388	10.62880398	10.53755777	10.368532	10.55639958	10.26752165	10.41255496	10.1755763	10.19632171	10.33051132	10.14131041	10.16950165	10.27678533	10.39890654	10.0319305	10.01182414	10.09639195	7.926449844	8.287603546	8.652411158	8.213815823	8.370579252	8.716058221
87	9.866118739	10.08330751	10.06709575	11.52090613	11.52771318	11.52097707	9.341390351	9.311337102	9.26492271	9.732255601	9.736114995	9.831424706	12.35175873	12.41487215	12.59446738	12.77853597	12.71651954	12.59081242	12.57730267	12.72791646	12.48074383	8.091140224	8.084564917	8.102573276	8.51952776	8.511221249	8.529273992
88	5.290598909	5.569966799	5.619914833	5.842890751	5.753277407	5.683378578	4.86086261	4.831096564	4.858227948	5.07683842	4.99071865	4.969435207	5.250620637	5.040415429	4.960832045	5.144307024	5.040415429	5.091952206	4.94157157	4.985231505	5.001129309	2.611866622	2.895611551	2.337821946	2.493774915	2.496281369	2.327001661
89	4.77765653	5.484234896	4.959144106	5.257296418	5.146902792	5.346776267	5.228025838	4.837758788	5.143578279	5.06937391	5.13237446	4.97474083	4.776455673	4.906151361	4.841491715	4.989710588	5.057669011	5.04148005	4.963904162	4.81811365	4.982919152	4.225528367	3.550510547	3.822353622	3.868683645	4.223668664	3.9334859
90	9.233028042	9.046683221	9.056741171	9.75107146	9.775779307	9.964869352	8.972635043	9.106480874	9.337102402	9.698001347	9.631211427	9.712354533	8.091933828	8.243400223	8.526936121	9.704100375	9.657267785	9.563480963	9.059536674	9.270017791	9.490165456	4.997370506	4.806162629	5.25939447	5.673109954	5.474557642	5.598234127
91	10.4789188	10.25254251	10.25140677	9.14464793	9.135749017	9.247056482	7.918096167	7.982771257	7.954437108	7.702002041	7.67697944	7.710974313	6.200071114	6.450112466	6.42142178	5.845597252	6.050681775	6.017182943	6.802575406	6.568034034	6.675396572	8.62108631	8.423891336	8.933327393	7.566585552	7.39840685	7.584562529
92	6.519700734	6.46903399	6.390172082	6.565579995	6.514855779	6.854810257	6.19009235	6.554201203	6.364070984	7.042617914	7.017620972	7.117915668	8.113054767	7.996721901	8.014185819	8.225046779	8.268306078	8.280388216	8.840427274	8.653641889	8.700623941	4.159618596	4.100391704	3.897493534	4.242837841	3.90140222	3.884457464
93	8.016975319	7.815851173	7.764466	7.292199302	7.420522979	7.407624066	6.608128918	6.784786228	6.852224006	6.429694589	6.378801242	6.440189151	5.507043	5.547563	5.591223	5.591223	5.627022	5.471648	5.883722	5.380127	5.921875	3.603955198	3.14771947	3.650477783	3.514510156	3.712935128	3.538325611
94	4.860464106	4.576751313	4.462587477	4.243352144	4.453059154	4.412317604	5.091110723	4.908979756	5.193075704	5.261127078	5.04401744	5.073874986	5.239555326	5.357153482	5.201254452	5.239555326	5.255111418	5.123520313	5.239555326	5.351775009	5.249170847	4.311718681	3.971326139	3.773045252	3.817118167	4.012224608	3.615596123
97	9.279071683	9.382126023	9.264898431	9.184846146	9.199997723	8.949600612	10.2445837	10.23862366	10.27920345	9.193904184	9.242946489	9.313143208	9.29969266	9.178536253	8.934520903	8.924448715	8.947649947	8.82812149	9.265916419	8.830669639	8.859770267	5.291738094	4.146979252	4.747032156	4.941991344	3.859694491	4.865358926
100	9.859325412	9.668360585	9.657505587	10.55513074	10.66653749	10.71535113	7.330354443	7.441169864	7.604651761	8.633167171	8.499426365	8.544603397	7.799245	7.742208	7.742208	7.870681	7.772563	7.747212	7.463394	7.711884	7.721448	3.938978869	3.904512436	3.912061344	4.681273234	4.254771423	4.378949041
101	6.633614965	6.379651934	6.723298819	6.323524963	6.466820413	6.439721485	8.780269712	8.722852479	8.780269712	6.966037794	6.989379664	6.770118147	5.924562093	6.15031462	6.15031462	5.519773144	5.676252594	5.795409506	6.609742269	7.165781877	7.176953108	3.767006758	3.875803485	3.743050758	3.357279613	3.266333202	3.148432494
102	8.40456856	8.419707271	8.296842788	7.933617158	8.015184662	8.029530896	8.189178495	8.280457425	8.337345449	8.648793883	8.601293022	8.658372676	9.313663615	9.629777542	8.795139129	9.431216518	9.447087692	9.161559691	10.76176337	10.52736743	10.15492682	7.952993003	7.583917797	8.408601588	7.892657226	7.583263875	7.822184162
103	11.85328054	11.75198224	11.69417694	11.36574361	11.37518363	11.52608351	12.01242268	12.04902168	11.94189038	11.61656121	11.5747706	11.61051007	11.42992401	11.48946275	11.79698578	11.86261574	11.71842433	11.7652751	11.57515304	11.63521016	11.60956448	7.815400849	7.934501178	8.146663994	7.980037642	8.070421514	7.991464818
104	7.604020062	7.433964246	7.180611086	7.961977519	8.045599835	7.909269402	6.943686492	7.186931903	7.332108538	7.528807814	7.559713759	7.559713759	7.378050394	7.577266067	7.272662331	6.257242957	6.221213417	6.217458403	7.248803514	7.024749602	7.024749602	2.814272799	2.860353261	3.059121076	3.126625869	3.147014993	3.001069951
105	3.91120047	4.055500576	3.760381389	3.881114472	3.726625308	3.67647353	3.828976618	3.820093844	3.916613767	4.058445456	3.922138716	3.903978673	4.879115	4.80396	4.687114	4.63647	4.739568	4.766449	4.694628	4.694628	4.60898	2.879774381	3.101024125	2.677456095	2.534012849	2.557734356	2.650001495
107	5.428854452	5.314286332	5.422253509	5.326264645	5.066208131	5.248767145	7.333170586	7.253374273	7.422384658	6.340881172	6.236029367	6.275331433	4.876531356	4.854388206	4.791050443	5.158776633	5.293885079	5.133627008	4.999449686	5.100926188	4.724349965	2.710647673	2.477975396	2.508641386	2.572296269	2.775928382	2.647769003
108	5.300428865	5.272229001	5.506521433	5.357352401	5.382772436	5.620846209	5.299886137	5.159586819	5.058132204	5.36051539	5.409357061	5.365203444	5.122348131	5.030987048	4.73896927	4.976475946	4.865073384	4.824239379	5.15396521	4.989871574	5.147206849	2.887015645	2.700869134	2.933984996	3.089114851	2.851832307	2.887015645
109	7.122213876	7.206991313	7.22895785	6.771217238	6.580399502	6.791880551	7.166723992	7.164273464	7.049579965	6.694167207	6.717055319	6.856018015	7.690152037	7.629101938	8.511800124	7.77801788	7.729282427	7.844619509	8.397123005	8.783579321	8.684578949	3.966353607	3.781414522	4.158877263	4.186726	3.87642524	4.090822116
112	6.697243661	6.30933253	6.32748541	5.580897682	5.451617664	5.677831864	6.681441378	6.834271193	6.791570519	5.882637219	6.014748377	5.717114109	6.575893451	6.551845267	6.861888868	6.768940113	6.861888868	6.740232507	6.861888868	7.023322126	7.202637234	4.722336669	4.648219049	4.573202498	4.275490452	4.136334875	4.407295073
113	6.338134126	6.428054488	6.386627911	6.236417127	6.233658348	6.213439238	8.100698125	8.278197516	8.41633858	8.892513531	8.636443373	8.772169995	5.532525656	6.012136689	5.967400285	6.13950361	6.198261914	6.205334585	6.596286262	6.550356208	6.779706533	4.057185737	3.291369565	4.612996801	4.500971229	3.79806805	4.902211243
114	4.30413859	4.569418026	4.523191779	4.520220119	4.366349443	4.556256198	4.017190339	4.148553947	4.178936828	4.278222762	4.086668315	4.375047314	5.347317067	5.472214955	5.343436665	5.568073352	5.457986314	5.532427852	5.445200365	5.35251396	5.420976197	3.311652564	3.201700347	3.120944698	3.178752132	3.172942271	3.176366422
115	5.264865899	4.920256376	5.228648874	5.249051812	5.342533595	5.969086465	8.115163528	8.126538128	8.112553393	7.509416347	7.730449785	7.749230126	5.594411405	5.640042297	5.320912267	5.478184185	5.581232345	5.361751873	5.781594074	5.777720525	5.916726486	2.958563788	2.528335292	2.856498672	2.943271214	3.19436016	2.790777123
116	3.630285297	3.794135657	3.484176748	3.694476795	3.702864713	3.937732078	4.127693153	4.166063738	4.299640318	4.266539453	3.975387813	4.278909843	5.214939896	5.502618674	5.203187587	5.401319435	5.194563322	4.98172177	5.134727304	5.166081376	5.213964366	2.793394615	2.706859474	2.919133668	2.765287936	2.827318757	2.620677992
117	4.207293118	4.277481287	4.588962173	4.508017037	4.397365731	4.609955963	4.049192115	3.995173142	4.102194419	4.240619236	4.414907293	4.134061961	4.852992548	4.943934906	4.840330107	4.913601162	4.808380879	4.847099409	4.716754005	4.899834999	4.839655906	3.208062741	3.108946125	2.974842633	2.984594109	3.143472414	3.186549668
118	10.79456298	10.7555124	10.67757114	10.70786924	10.68255907	10.72374758	5.659322998	5.919342484	5.823528355	5.629947836	5.496030129	5.61750006	8.887185801	8.773151698	8.915054954	9.328551514	9.275150972	9.48562156	8.680628021	8.931597616	8.994214076	5.290236143	5.997593766	6.009018065	5.968216514	6.020721018	6.112068801
119	4.28069857	4.541636184	4.41117706	4.746485769	4.736291857	4.621559538	4.474413695	4.476471222	4.354655455	4.634131636	4.659417888	4.60758871	6.380079977	6.359246946	6.784471973	5.420018575	5.675356899	5.630658783	5.553895777	5.489349546	5.408947313	3.85936234	4.223505199	3.991085595	3.798065518	4.027892896	4.01815455
120	10.50189796	10.34308925	10.28393263	9.110429508	9.110806546	9.222873826	9.398239795	9.452957411	9.441471801	8.809224246	8.793453213	8.839466909	10.89721132	10.7617756	10.73058619	10.61187497	10.57409915	10.40658699	10.62563331	10.57967185	10.59021332	8.09034369	7.815209149	8.630669502	8.739645289	8.234481333	8.438639181
123	10.12226778	10.41092642	10.44226641	8.766502404	8.885758662	8.643222115	8.897417802	8.906563218	8.800041854	8.572968689	8.548575504	8.616688627	5.216114927	5.168629138	5.132806968	5.013857885	4.938385905	5.132806968	5.234748879	5.174193008	4.959122026	7.958224532	7.996809757	8.638780276	6.770335609	6.595027683	6.96822287
124	2.921419086	2.85505264	2.921458422	2.965691231	2.869770685	2.907504188	3.142726282	3.017641749	3.322550124	3.088612922	3.00523358	2.860008726	4.941824764	4.942223869	4.942223869	4.868423695	5.006689426	4.942223869	4.955489683	4.942223869	4.925829462	2.399658148	2.946038241	2.594953192	2.567669841	2.694629006	2.767023539
126	4.64956934	4.736107069	4.395279931	3.855407565	3.643612823	3.910163356	6.617203237	6.525126485	6.293013999	4.489688218	4.638095521	4.300993825	4.788247134	4.754378914	4.731733379	4.957531815	4.91684605	4.843181686	4.979994796	4.841079515	4.805556632	2.612003628	2.920076222	2.559625682	2.4357153	2.621967809	2.462998651
128	11.01536875	11.15637447	11.14691638	11.26343687	11.18918168	11.1912708	10.00072814	10.12396123	10.11566156	10.57365819	10.55859192	10.51310713	12.15857068	12.0747952	12.1230386	11.90703043	11.88165127	11.74516995	12.04011725	11.94495428	12.00703853	9.493400424	9.658290539	9.719218287	9.486534916	9.662445524	9.631754376
130	4.104332625	4.013849909	4.147918148	4.176013027	4.166503931	3.832269324	3.727239164	3.977521732	3.763710624	4.002447084	4.043425831	3.719400729	4.77743302	4.715511172	4.782800223	4.718657474	4.77743302	4.688237818	4.935757453	4.843991473	4.77743302	2.89664209	2.074784631	2.245989913	2.394226603	2.343583618	2.329735241
131	3.987936931	4.299284956	4.370170432	4.11121819	4.049902968	4.049902968	4.599076402	4.444347915	4.444304559	4.509813052	4.599076402	4.599076402	5.444801517	5.444801517	5.420970758	5.540865073	5.535259717	5.444801517	5.444801517	5.474642489	5.414170375	2.944576845	3.058628014	2.624176662	2.874868566	2.919794441	2.945699259
