"SampleIds","Gender","Runs","Biology"
"Sample_632","female","Run2","Activated_48hours"
"Sample_633","female","Run2","Activated_48hours"
"Sample_634","male","Run2","Activated_48hours"
"Sample_635","male","Run2","Activated_48hours"
"Sample_636","female","Run2","Activated_48hours"
"Sample_637","male","Run2","Activated_48hours"
"Sample_638","female","Run2","Activated_48hours"
"Sample_639","female","Run2","Activated_48hours"
"Sample_640","male","Run2","Activated_48hours"
"Sample_641","female","Run2","Activated_48hours"
"Sample_642","female","Run2","Activated_48hours"
"Sample_643","male","Run2","Activated_48hours"
"Sample_644","male","Run2","Activated_48hours"
"Sample_645","female","Run2","Activated_48hours"
"Sample_646","female","Run2","Activated_48hours"
"Sample_647","male","Run2","Activated_48hours"
"Sample_648","female","Run2","Activated_48hours"
"Sample_649","female","Run2","Activated_48hours"
"Sample_650","female","Run2","Activated_48hours"
"Sample_651","male","Run2","Activated_48hours"
"Sample_652","male","Run2","Activated_48hours"
"Sample_653","female","Run2","Activated_48hours"
"Sample_556","female","Run2","Activated_48hours"
"Sample_655","female","Run2","Activated_48hours"
"Sample_656","female","Run2","Activated_48hours"
"Sample_657","male","Run2","Activated_48hours"
"Sample_658","male","Run2","Activated_48hours"
"Sample_538","male","Run2","Activated_48hours"
"Sample_660","female","Run2","Activated_48hours"
"Sample_661","female","Run2","Activated_48hours"
"Sample_662","female","Run2","Activated_48hours"
"Sample_663","female","Run2","Activated_48hours"
"Sample_664","male","Run2","Activated_48hours"
"Sample_540","female","Run2","Activated_48hours"
"Sample_666","female","Run2","Activated_48hours"
"Sample_539","female","Run2","Activated_48hours"
"Sample_668","male","Run2","Activated_48hours"
"Sample_669","female","Run2","Activated_48hours"
"Sample_670","male","Run2","Activated_48hours"
"Sample_671","male","Run2","Activated_48hours"
"Sample_672","female","Run2","Activated_48hours"
"Sample_673","male","Run2","Activated_48hours"
"Sample_674","male","Run2","Activated_48hours"
"Sample_675","male","Run2","Activated_48hours"
"Sample_676","male","Run2","Activated_48hours"
"Sample_677","male","Run2","Activated_48hours"
"Sample_678","female","Run2","Activated_48hours"
"Sample_679","female","Run2","Activated_48hours"
"Sample_680","male","Run2","Activated_48hours"
"Sample_681","male","Run2","Activated_48hours"
"Sample_682","female","Run2","Activated_48hours"
"Sample_683","female","Run2","Activated_48hours"
"Sample_684","male","Run2","Activated_48hours"
"Sample_685","female","Run2","Activated_48hours"
"Sample_686","female","Run2","Activated_48hours"
"Sample_687","female","Run2","Activated_48hours"
"Sample_688","male","Run2","Activated_48hours"
"Sample_689","female","Run2","Activated_48hours"
"Sample_690","female","Run2","Activated_48hours"
"Sample_691","female","Run2","Activated_48hours"
"Sample_692","female","Run2","Activated_48hours"
"Sample_693","female","Run2","Activated_48hours"
"Sample_694","male","Run2","Activated_48hours"
"Sample_695","female","Run2","Activated_48hours"
"Sample_696","male","Run2","Activated_48hours"
"Sample_697","male","Run2","Activated_48hours"
"Sample_698","female","Run2","Activated_48hours"
"Sample_699","male","Run2","Activated_48hours"
"Sample_700","female","Run2","Activated_48hours"
"Sample_701","male","Run2","Activated_48hours"
"Sample_702","female","Run2","Activated_48hours"
"Sample_703","male","Run2","Activated_48hours"
"Sample_704","female","Run2","Activated_48hours"
"Sample_705","female","Run2","Activated_48hours"
"Sample_706","female","Run2","Activated_48hours"
"Sample_707","female","Run2","Activated_48hours"
"Sample_708","female","Run2","Activated_48hours"
"Sample_709","male","Run2","Activated_48hours"
"Sample_710","male","Run2","Activated_48hours"
"Sample_711","female","Run2","Activated_48hours"
"Sample_712","male","Run2","Activated_48hours"
"Sample_713","female","Run2","Activated_48hours"
"Sample_714","female","Run2","Activated_48hours"
"Sample_621","female","Run2","Activated_48hours"
"Sample_716","female","Run1","IFNB_4hours"
"Sample_717","female","Run1","IFNB_4hours"
"Sample_718","female","Run1","IFNB_4hours"
"Sample_719","female","Run1","IFNB_4hours"
"Sample_720","female","Run1","IFNB_4hours"
"Sample_721","male","Run1","IFNB_4hours"
"Sample_722","female","Run1","IFNB_4hours"
"Sample_723","female","Run1","IFNB_4hours"
"Sample_724","female","Run1","IFNB_4hours"
"Sample_725","male","Run1","IFNB_4hours"
"Sample_726","female","Run1","IFNB_4hours"
"Sample_727","male","Run1","IFNB_4hours"
"Sample_728","female","Run1","IFNB_4hours"
"Sample_729","male","Run1","IFNB_4hours"
"Sample_730","male","Run1","IFNB_4hours"
"Sample_731","female","Run1","IFNB_4hours"
"Sample_732","female","Run1","IFNB_4hours"
"Sample_733","female","Run1","IFNB_4hours"
"Sample_734","female","Run1","IFNB_4hours"
"Sample_735","male","Run1","IFNB_4hours"
"Sample_736","female","Run1","IFNB_4hours"
"Sample_737","female","Run1","IFNB_4hours"
"Sample_738","female","Run1","IFNB_4hours"
"Sample_739","male","Run1","IFNB_4hours"
"Sample_740","female","Run1","IFNB_4hours"
"Sample_741","female","Run1","IFNB_4hours"
"Sample_742","female","Run1","IFNB_4hours"
"Sample_743","female","Run1","IFNB_4hours"
"Sample_744","male","Run1","IFNB_4hours"
"Sample_745","female","Run1","IFNB_4hours"
"Sample_746","male","Run1","IFNB_4hours"
"Sample_747","female","Run1","IFNB_4hours"
"Sample_748","female","Run1","IFNB_4hours"
"Sample_749","male","Run1","IFNB_4hours"
"Sample_750","female","Run1","IFNB_4hours"
"Sample_751","female","Run1","IFNB_4hours"
"Sample_752","female","Run1","IFNB_4hours"
"Sample_753","female","Run1","IFNB_4hours"
"Sample_754","female","Run1","IFNB_4hours"
"Sample_755","female","Run1","IFNB_4hours"
"Sample_756","male","Run1","IFNB_4hours"
"Sample_757","male","Run1","IFNB_4hours"
"Sample_758","male","Run1","IFNB_4hours"
"Sample_759","female","Run1","IFNB_4hours"
"Sample_760","female","Run1","IFNB_4hours"
"Sample_761","male","Run1","IFNB_4hours"
"Sample_762","female","Run1","IFNB_4hours"
"Sample_763","female","Run1","IFNB_4hours"
"Sample_764","male","Run1","IFNB_4hours"
"Sample_765","female","Run1","IFNB_4hours"
"Sample_766","female","Run1","IFNB_4hours"
"Sample_767","female","Run1","IFNB_4hours"
"Sample_768","female","Run1","IFNB_4hours"
"Sample_769","female","Run1","IFNB_4hours"
"Sample_770","male","Run1","IFNB_4hours"
"Sample_771","male","Run1","IFNB_4hours"
"Sample_772","female","Run1","IFNB_4hours"
"Sample_773","female","Run1","IFNB_4hours"
"Sample_774","female","Run1","IFNB_4hours"
"Sample_775","male","Run1","IFNB_4hours"
"Sample_776","female","Run1","IFNB_4hours"
"Sample_777","female","Run1","IFNB_4hours"
"Sample_778","female","Run1","IFNB_4hours"
"Sample_779","female","Run1","IFNB_4hours"
"Sample_780","male","Run1","IFNB_4hours"
"Sample_781","male","Run1","IFNB_4hours"
"Sample_782","male","Run1","IFNB_4hours"
"Sample_783","male","Run1","IFNB_4hours"
"Sample_784","female","Run1","IFNB_4hours"
"Sample_785","female","Run1","IFNB_4hours"
"Sample_786","male","Run1","IFNB_4hours"
"Sample_787","female","Run1","IFNB_4hours"
"Sample_788","female","Run1","IFNB_4hours"
"Sample_789","female","Run1","IFNB_4hours"
"Sample_790","female","Run1","IFNB_4hours"
"Sample_791","male","Run1","IFNB_4hours"
"Sample_792","female","Run1","IFNB_4hours"
"Sample_793","female","Run1","IFNB_4hours"
"Sample_794","female","Run1","IFNB_4hours"
"Sample_795","female","Run1","IFNB_4hours"
"Sample_796","female","Run1","IFNB_4hours"
"Sample_797","male","Run1","IFNB_4hours"
"Sample_798","male","Run1","IFNB_4hours"
"Sample_799","male","Run1","IFNB_4hours"
"Sample_800","male","Run1","IFNB_4hours"
"Sample_801","male","Run1","IFNB_4hours"
"Sample_802","female","Run1","IFNB_4hours"
"Sample_803","male","Run1","IFNB_4hours"
"Sample_804","male","Run1","IFNB_4hours"
"Sample_805","male","Run1","IFNB_4hours"
"Sample_806","male","Run1","IFNB_4hours"
"Sample_807","male","Run1","IFNB_4hours"
"Sample_808","female","Run1","IFNB_4hours"
"Sample_809","male","Run1","IFNB_4hours"
"Sample_810","female","Run1","IFNB_4hours"
"Sample_811","female","Run1","IFNB_4hours"
"Sample_812","female","Run1","IFNB_4hours"
"Sample_813","male","Run1","IFNB_4hours"
"Sample_814","female","Run1","IFNB_4hours"
"Sample_815","female","Run1","IFNB_4hours"
"Sample_816","male","Run1","IFNB_4hours"
"Sample_817","female","Run1","IFNB_4hours"
"Sample_818","male","Run1","IFNB_4hours"
"Sample_819","female","Run1","IFNB_4hours"
"Sample_820","male","Run1","IFNB_4hours"
"Sample_821","male","Run1","IFNB_4hours"
"Sample_822","male","Run1","IFNB_4hours"
"Sample_823","female","Run1","IFNB_4hours"
"Sample_824","female","Run1","IFNB_4hours"
"Sample_825","male","Run1","IFNB_4hours"
"Sample_826","male","Run1","IFNB_4hours"
"Sample_827","female","Run1","IFNB_4hours"
"Sample_828","female","Run1","IFNB_4hours"
"Sample_829","female","Run1","IFNB_4hours"
"Sample_830","female","Run1","IFNB_4hours"
"Sample_831","female","Run1","IFNB_4hours"
"Sample_832","female","Run1","IFNB_4hours"
"Sample_833","male","Run1","IFNB_4hours"
"Sample_834","female","Run1","IFNB_4hours"
"Sample_835","female","Run1","IFNB_4hours"
"Sample_836","female","Run1","IFNB_4hours"
"Sample_837","male","Run1","IFNB_4hours"
"Sample_838","male","Run1","IFNB_4hours"
"Sample_839","male","Run1","IFNB_4hours"
"Sample_840","female","Run1","IFNB_4hours"
"Sample_841","female","Run1","IFNB_4hours"
"Sample_842","female","Run1","IFNB_4hours"
"Sample_843","female","Run1","IFNB_4hours"
"Sample_844","female","Run1","IFNB_4hours"
"Sample_845","male","Run1","IFNB_4hours"
"Sample_846","female","Run1","IFNB_4hours"
"Sample_847","female","Run1","IFNB_4hours"
"Sample_848","female","Run1","IFNB_4hours"
"Sample_849","female","Run1","IFNB_4hours"
"Sample_850","female","Run1","IFNB_4hours"
"Sample_851","male","Run1","IFNB_4hours"
"Sample_852","female","Run1","IFNB_4hours"
"Sample_853","female","Run1","IFNB_4hours"
"Sample_854","female","Run1","IFNB_4hours"
"Sample_855","female","Run1","IFNB_4hours"
"Sample_856","female","Run1","IFNB_4hours"
"Sample_857","female","Run1","IFNB_4hours"
"Sample_858","female","Run1","IFNB_4hours"
"Sample_859","female","Run1","IFNB_4hours"
"Sample_860","female","Run1","IFNB_4hours"
"Sample_848","female","Run1","IFNB_4hours"
"Sample_862","female","Run1","IFNB_4hours"
"Sample_842","female","Run1","IFNB_4hours"
"Sample_864","female","Run1","IFNB_4hours"
"Sample_865","male","Run1","IFNB_4hours"
"Sample_866","female","Run1","IFNB_4hours"
"Sample_867","female","Run1","IFNB_4hours"
"Sample_868","male","Run1","IFNB_4hours"
"Sample_869","female","Run1","IFNB_4hours"
"Sample_870","female","Run1","IFNB_4hours"
"Sample_871","male","Run1","IFNB_4hours"
"Sample_872","female","Run1","IFNB_4hours"
"Sample_873","male","Run1","IFNB_4hours"
"Sample_839","male","Run1","IFNB_4hours"
"Sample_875","male","Run1","IFNB_4hours"
"Sample_876","male","Run1","IFNB_4hours"
"Sample_877","female","Run1","IFNB_4hours"
"Sample_878","female","Run1","IFNB_4hours"
"Sample_879","male","Run1","IFNB_4hours"
"Sample_880","male","Run1","IFNB_4hours"
"Sample_881","female","Run1","IFNB_4hours"
"Sample_882","female","Run1","IFNB_4hours"
"Sample_883","female","Run1","IFNB_4hours"
"Sample_884","male","Run1","IFNB_4hours"
"Sample_885","female","Run1","IFNB_4hours"
"Sample_886","female","Run1","IFNB_4hours"
"Sample_887","female","Run1","IFNB_4hours"
"Sample_888","female","Run1","IFNB_4hours"
"Sample_889","female","Run1","IFNB_4hours"
"Sample_890","male","Run1","IFNB_4hours"
"Sample_891","female","Run1","IFNB_4hours"
"Sample_892","male","Run1","IFNB_4hours"
"Sample_893","male","Run1","IFNB_4hours"
"Sample_894","male","Run1","IFNB_4hours"
"Sample_895","male","Run1","IFNB_4hours"
"Sample_896","male","Run1","IFNB_4hours"
"Sample_897","male","Run1","IFNB_4hours"
"Sample_898","female","Run1","IFNB_4hours"
"Sample_899","female","Run1","IFNB_4hours"
"Sample_900","female","Run1","IFNB_4hours"
"Sample_901","male","Run1","IFNB_4hours"
"Sample_902","female","Run1","IFNB_4hours"
"Sample_903","female","Run1","IFNB_4hours"
"Sample_904","female","Run1","IFNB_4hours"
"Sample_905","male","Run1","IFNB_4hours"
"Sample_906","male","Run1","IFNB_4hours"
"Sample_907","female","Run1","IFNB_4hours"
"Sample_908","female","Run1","IFNB_4hours"
"Sample_909","male","Run1","IFNB_4hours"
"Sample_910","female","Run1","IFNB_4hours"
"Sample_911","female","Run1","IFNB_4hours"
"Sample_912","male","Run1","IFNB_4hours"
"Sample_913","male","Run1","IFNB_4hours"
"Sample_914","male","Run1","IFNB_4hours"
"Sample_915","female","Run1","IFNB_4hours"
"Sample_916","female","Run1","IFNB_4hours"
"Sample_917","female","Run1","IFNB_4hours"
"Sample_918","male","Run1","IFNB_4hours"
"Sample_919","female","Run1","IFNB_4hours"
"Sample_920","male","Run1","IFNB_4hours"
"Sample_921","female","Run1","IFNB_4hours"
"Sample_922","male","Run1","IFNB_4hours"
"Sample_923","female","Run1","IFNB_4hours"
"Sample_924","female","Run1","IFNB_4hours"
"Sample_925","female","Run1","IFNB_4hours"
"Sample_926","male","Run1","IFNB_4hours"
"Sample_927","male","Run1","IFNB_4hours"
"Sample_928","female","Run1","IFNB_4hours"
"Sample_929","female","Run1","IFNB_4hours"
"Sample_930","female","Run1","IFNB_4hours"
"Sample_931","female","Run1","IFNB_4hours"
"Sample_932","male","Run1","IFNB_4hours"
"Sample_933","female","Run1","IFNB_4hours"
"Sample_934","female","Run1","IFNB_4hours"
"Sample_935","male","Run1","IFNB_4hours"
"Sample_936","female","Run1","IFNB_4hours"
"Sample_937","female","Run1","IFNB_4hours"
"Sample_938","female","Run1","IFNB_4hours"
"Sample_939","male","Run1","IFNB_4hours"
"Sample_940","female","Run1","IFNB_4hours"
"Sample_941","male","Run1","IFNB_4hours"
"Sample_942","male","Run1","IFNB_4hours"
"Sample_943","male","Run1","IFNB_4hours"
"Sample_944","female","Run1","IFNB_4hours"
"Sample_945","male","Run1","IFNB_4hours"
"Sample_946","female","Run1","IFNB_4hours"
"Sample_947","female","Run1","IFNB_4hours"
"Sample_948","male","Run1","IFNB_4hours"
"Sample_949","female","Run1","IFNB_4hours"
"Sample_950","male","Run1","IFNB_4hours"
"Sample_951","male","Run1","IFNB_4hours"
"Sample_952","male","Run1","IFNB_4hours"
"Sample_953","male","Run1","IFNB_4hours"
"Sample_954","male","Run1","IFNB_4hours"
"Sample_955","male","Run1","IFNB_4hours"
"Sample_956","male","Run1","IFNB_4hours"
"Sample_957","female","Run1","IFNB_4hours"
"Sample_958","male","Run1","IFNB_4hours"
"Sample_959","female","Run1","IFNB_4hours"
"Sample_960","male","Run1","IFNB_4hours"
"Sample_961","male","Run1","IFNB_4hours"
"Sample_962","female","Run1","IFNB_4hours"
"Sample_963","male","Run1","IFNB_4hours"
"Sample_964","male","Run1","IFNB_4hours"
"Sample_965","male","Run1","IFNB_4hours"
"Sample_966","female","Run1","IFNB_4hours"
"Sample_967","female","Run1","IFNB_4hours"
"Sample_968","male","Run1","IFNB_4hours"
"Sample_969","female","Run1","IFNB_4hours"
"Sample_970","female","Run1","IFNB_4hours"
"Sample_971","female","Run1","IFNB_4hours"
"Sample_972","male","Run1","IFNB_4hours"
"Sample_973","male","Run1","IFNB_4hours"
"Sample_974","male","Run1","IFNB_4hours"
"Sample_975","male","Run1","IFNB_4hours"
"Sample_976","female","Run1","IFNB_4hours"
"Sample_977","female","Run1","IFNB_4hours"
"Sample_978","female","Run1","IFNB_4hours"
"Sample_979","female","Run1","IFNB_4hours"
"Sample_980","male","Run1","IFNB_4hours"
"Sample_981","male","Run1","IFNB_4hours"
"Sample_982","female","Run1","IFNB_4hours"
"Sample_983","male","Run1","IFNB_4hours"
"Sample_984","female","Run1","IFNB_4hours"
"Sample_985","female","Run1","IFNB_4hours"
"Sample_986","female","Run1","IFNB_4hours"
"Sample_987","female","Run1","IFNB_4hours"
"Sample_988","female","Run1","IFNB_4hours"
"Sample_989","male","Run1","IFNB_4hours"
"Sample_990","female","Run1","IFNB_4hours"
"Sample_991","male","Run1","IFNB_4hours"
"Sample_992","male","Run1","IFNB_4hours"
"Sample_875","male","Run1","IFNB_4hours"
"Sample_994","female","Run1","IFNB_4hours"
"Sample_995","female","Run1","IFNB_4hours"
"Sample_996","female","Run1","IFNB_4hours"
"Sample_997","male","Run1","IFNB_4hours"
"Sample_998","male","Run1","IFNB_4hours"
"Sample_999","female","Run1","IFNB_4hours"
"Sample_1000","male","Run1","IFNB_4hours"
"Sample_1001","female","Run1","IFNB_4hours"
"Sample_1002","female","Run1","IFNB_4hours"
"Sample_1003","male","Run1","IFNB_4hours"
"Sample_1004","female","Run1","IFNB_4hours"
"Sample_1005","female","Run1","IFNB_4hours"
"Sample_1006","male","Run1","IFNB_4hours"
"Sample_1007","male","Run1","IFNB_4hours"
"Sample_1008","female","Run1","IFNB_4hours"
"Sample_1009","female","Run1","IFNB_4hours"
"Sample_1010","male","Run1","IFNB_4hours"
"Sample_1011","female","Run1","IFNB_4hours"
"Sample_1012","female","Run1","IFNB_4hours"
"Sample_1013","female","Run1","IFNB_4hours"
"Sample_1014","female","Run1","IFNB_4hours"
"Sample_1015","male","Run1","IFNB_4hours"
"Sample_1016","male","Run1","IFNB_4hours"
"Sample_1017","female","Run1","IFNB_4hours"
"Sample_916","female","Run1","IFNB_4hours"
"Sample_1019","female","Run1","IFNB_4hours"
"Sample_1020","male","Run1","IFNB_4hours"
"Sample_1021","male","Run1","IFNB_4hours"
"Sample_884","male","Run1","IFNB_4hours"
"Sample_1023","female","Run1","IFNB_4hours"
"Sample_1024","female","Run1","IFNB_4hours"
"Sample_1025","female","Run1","IFNB_4hours"
"Sample_1026","female","Run1","IFNB_4hours"
"Sample_1027","male","Run1","IFNB_4hours"
"Sample_900","female","Run1","IFNB_4hours"
"Sample_1029","female","Run1","IFNB_4hours"
"Sample_885","female","Run1","IFNB_4hours"
"Sample_1031","male","Run1","IFNB_4hours"
"Sample_1032","female","Run1","IFNB_4hours"
"Sample_1033","male","Run1","IFNB_4hours"
"Sample_1034","male","Run1","IFNB_4hours"
"Sample_1035","male","Run1","IFNB_4hours"
"Sample_1036","male","Run1","IFNB_4hours"
"Sample_1037","male","Run1","IFNB_4hours"
"Sample_1038","male","Run1","IFNB_4hours"
"Sample_1039","female","Run1","IFNB_4hours"
"Sample_1040","female","Run1","IFNB_4hours"
"Sample_1041","male","Run1","IFNB_4hours"
"Sample_1042","male","Run1","IFNB_4hours"
"Sample_1043","female","Run1","IFNB_4hours"
"Sample_1044","female","Run1","IFNB_4hours"
"Sample_1045","male","Run1","IFNB_4hours"
"Sample_1046","female","Run1","IFNB_4hours"
"Sample_1047","female","Run1","IFNB_4hours"
"Sample_1048","female","Run1","IFNB_4hours"
"Sample_1049","male","Run1","IFNB_4hours"
"Sample_1050","female","Run1","IFNB_4hours"
"Sample_1051","female","Run1","IFNB_4hours"
"Sample_1052","female","Run1","IFNB_4hours"
"Sample_1053","female","Run1","IFNB_4hours"
"Sample_1054","female","Run1","IFNB_4hours"
"Sample_1055","male","Run1","IFNB_4hours"
"Sample_1056","female","Run1","IFNB_4hours"
"Sample_1057","male","Run1","IFNB_4hours"
"Sample_1058","male","Run1","IFNB_4hours"
"Sample_1059","female","Run1","IFNB_4hours"
"Sample_1060","male","Run1","IFNB_4hours"
"Sample_1061","female","Run1","IFNB_4hours"
"Sample_1062","male","Run1","IFNB_4hours"
"Sample_1063","female","Run1","IFNB_4hours"
"Sample_1064","male","Run1","IFNB_4hours"
"Sample_1065","female","Run1","IFNB_4hours"
"Sample_1066","female","Run1","IFNB_4hours"
"Sample_1067","female","Run1","IFNB_4hours"
"Sample_1068","female","Run1","IFNB_4hours"
"Sample_1069","female","Run1","IFNB_4hours"
"Sample_1070","female","Run1","IFNB_4hours"
"Sample_940","female","Run1","IFNB_4hours"
"Sample_1072","female","Run2","TH17_48hours"
"Sample_1073","female","Run2","TH17_48hours"
"Sample_1074","female","Run2","TH17_48hours"
"Sample_1075","female","Run2","TH17_48hours"
"Sample_1076","female","Run2","TH17_48hours"
"Sample_1077","male","Run2","TH17_48hours"
"Sample_1078","female","Run2","TH17_48hours"
"Sample_1079","female","Run2","TH17_48hours"
"Sample_1080","female","Run2","TH17_48hours"
"Sample_1081","male","Run2","TH17_48hours"
"Sample_1082","female","Run2","TH17_48hours"
"Sample_1083","male","Run2","TH17_48hours"
"Sample_1084","female","Run2","TH17_48hours"
"Sample_1085","male","Run2","TH17_48hours"
"Sample_1086","male","Run2","TH17_48hours"
"Sample_1087","female","Run2","TH17_48hours"
"Sample_1088","female","Run2","TH17_48hours"
"Sample_1089","female","Run2","TH17_48hours"
"Sample_1090","female","Run2","TH17_48hours"
"Sample_1091","male","Run2","TH17_48hours"
"Sample_1092","female","Run2","TH17_48hours"
"Sample_1093","female","Run2","TH17_48hours"
"Sample_1094","female","Run2","TH17_48hours"
"Sample_1095","male","Run2","TH17_48hours"
"Sample_1096","female","Run2","TH17_48hours"
"Sample_1097","female","Run2","TH17_48hours"
"Sample_1098","female","Run2","TH17_48hours"
"Sample_1099","male","Run2","TH17_48hours"
"Sample_1100","female","Run2","TH17_48hours"
"Sample_1101","male","Run2","TH17_48hours"
"Sample_1102","female","Run2","TH17_48hours"
"Sample_1103","female","Run2","TH17_48hours"
"Sample_1104","female","Run2","TH17_48hours"
"Sample_1105","male","Run2","TH17_48hours"
"Sample_1106","female","Run2","TH17_48hours"
"Sample_1107","female","Run2","TH17_48hours"
"Sample_1108","female","Run2","TH17_48hours"
"Sample_1109","female","Run2","TH17_48hours"
"Sample_1110","female","Run2","TH17_48hours"
"Sample_1111","female","Run2","TH17_48hours"
"Sample_1112","female","Run2","TH17_48hours"
"Sample_1113","male","Run2","TH17_48hours"
"Sample_1114","male","Run2","TH17_48hours"
"Sample_1115","female","Run2","TH17_48hours"
"Sample_1116","female","Run2","TH17_48hours"
"Sample_1117","male","Run2","TH17_48hours"
"Sample_1118","female","Run2","TH17_48hours"
"Sample_1119","female","Run2","TH17_48hours"
"Sample_1120","male","Run2","TH17_48hours"
"Sample_1121","female","Run2","TH17_48hours"
"Sample_1122","female","Run2","TH17_48hours"
"Sample_1123","female","Run2","TH17_48hours"
"Sample_1124","male","Run2","TH17_48hours"
"Sample_1125","male","Run2","TH17_48hours"
"Sample_1126","female","Run2","TH17_48hours"
"Sample_1127","female","Run2","TH17_48hours"
"Sample_1128","female","Run2","TH17_48hours"
"Sample_1129","female","Run2","TH17_48hours"
"Sample_1130","male","Run2","TH17_48hours"
"Sample_1131","female","Run2","TH17_48hours"
"Sample_1132","female","Run2","TH17_48hours"
"Sample_1133","male","Run2","TH17_48hours"
"Sample_1134","female","Run2","TH17_48hours"
"Sample_1135","male","Run2","TH17_48hours"
"Sample_1136","female","Run2","TH17_48hours"
"Sample_1137","female","Run2","TH17_48hours"
"Sample_1138","female","Run2","TH17_48hours"
"Sample_1139","female","Run2","TH17_48hours"
"Sample_1140","female","Run2","TH17_48hours"
"Sample_1141","male","Run2","TH17_48hours"
"Sample_1142","male","Run2","TH17_48hours"
"Sample_1143","male","Run2","TH17_48hours"
"Sample_1144","male","Run2","TH17_48hours"
"Sample_1145","female","Run2","TH17_48hours"
"Sample_1146","female","Run2","TH17_48hours"
"Sample_1147","male","Run2","TH17_48hours"
"Sample_1148","female","Run2","TH17_48hours"
"Sample_1149","female","Run2","TH17_48hours"
"Sample_1150","female","Run2","TH17_48hours"
"Sample_1151","female","Run2","TH17_48hours"
"Sample_1152","male","Run2","TH17_48hours"
"Sample_1153","female","Run2","TH17_48hours"
"Sample_1154","female","Run2","TH17_48hours"
"Sample_1155","female","Run2","TH17_48hours"
"Sample_1156","male","Run2","TH17_48hours"
"Sample_1157","female","Run2","TH17_48hours"
"Sample_1158","female","Run2","TH17_48hours"
"Sample_1159","female","Run2","TH17_48hours"
"Sample_1160","female","Run2","TH17_48hours"
"Sample_1161","female","Run2","TH17_48hours"
"Sample_1162","female","Run2","TH17_48hours"
"Sample_1163","male","Run2","TH17_48hours"
"Sample_1164","male","Run2","TH17_48hours"
"Sample_1165","male","Run2","TH17_48hours"
"Sample_1166","male","Run2","TH17_48hours"
"Sample_1167","male","Run2","TH17_48hours"
"Sample_1168","female","Run2","TH17_48hours"
"Sample_1169","male","Run2","TH17_48hours"
"Sample_1170","male","Run2","TH17_48hours"
"Sample_1171","male","Run2","TH17_48hours"
"Sample_1172","male","Run2","TH17_48hours"
"Sample_1173","male","Run2","TH17_48hours"
"Sample_1174","female","Run2","TH17_48hours"
"Sample_1175","male","Run2","TH17_48hours"
"Sample_1176","female","Run2","TH17_48hours"
"Sample_1177","female","Run2","TH17_48hours"
"Sample_1178","female","Run2","TH17_48hours"
"Sample_1179","male","Run2","TH17_48hours"
"Sample_1180","female","Run2","TH17_48hours"
"Sample_1181","female","Run2","TH17_48hours"
"Sample_1182","female","Run2","TH17_48hours"
"Sample_1183","male","Run2","TH17_48hours"
"Sample_1184","female","Run2","TH17_48hours"
"Sample_1185","male","Run2","TH17_48hours"
"Sample_1186","female","Run2","TH17_48hours"
"Sample_1187","male","Run2","TH17_48hours"
"Sample_1188","female","Run2","TH17_48hours"
"Sample_1189","male","Run2","TH17_48hours"
"Sample_1190","female","Run2","TH17_48hours"
"Sample_1191","female","Run2","TH17_48hours"
"Sample_1192","female","Run2","TH17_48hours"
"Sample_1193","female","Run2","TH17_48hours"
"Sample_1194","female","Run2","TH17_48hours"
"Sample_1195","female","Run2","TH17_48hours"
"Sample_1196","female","Run2","TH17_48hours"
"Sample_1197","male","Run2","TH17_48hours"
"Sample_1198","male","Run2","TH17_48hours"
"Sample_1199","male","Run2","TH17_48hours"
"Sample_1200","male","Run2","TH17_48hours"
"Sample_1201","female","Run2","TH17_48hours"
"Sample_1202","female","Run2","TH17_48hours"
"Sample_1203","female","Run2","TH17_48hours"
"Sample_1204","female","Run2","TH17_48hours"
"Sample_1205","male","Run2","TH17_48hours"
"Sample_1206","female","Run2","TH17_48hours"
"Sample_1207","female","Run2","TH17_48hours"
"Sample_1208","female","Run2","TH17_48hours"
"Sample_1209","female","Run2","TH17_48hours"
"Sample_1210","female","Run2","TH17_48hours"
"Sample_1211","female","Run2","TH17_48hours"
"Sample_1212","female","Run2","TH17_48hours"
"Sample_1213","female","Run2","TH17_48hours"
"Sample_1214","female","Run2","TH17_48hours"
"Sample_1215","female","Run2","TH17_48hours"
"Sample_1190","female","Run2","TH17_48hours"
"Sample_1217","female","Run2","TH17_48hours"
"Sample_1202","female","Run2","TH17_48hours"
"Sample_1219","female","Run2","TH17_48hours"
"Sample_1220","male","Run2","TH17_48hours"
"Sample_1221","female","Run2","TH17_48hours"
"Sample_1222","female","Run2","TH17_48hours"
"Sample_1223","male","Run2","TH17_48hours"
"Sample_1224","female","Run2","TH17_48hours"
"Sample_1225","female","Run2","TH17_48hours"
"Sample_1226","female","Run2","TH17_48hours"
"Sample_1200","male","Run2","TH17_48hours"
"Sample_1228","male","Run2","TH17_48hours"
"Sample_1229","male","Run2","TH17_48hours"
"Sample_1230","female","Run2","TH17_48hours"
"Sample_1231","male","Run2","TH17_48hours"
"Sample_1232","female","Run2","TH17_48hours"
"Sample_1233","female","Run2","TH17_48hours"
"Sample_1234","male","Run2","TH17_48hours"
"Sample_1235","female","Run2","TH17_48hours"
"Sample_1236","male","Run2","TH17_48hours"
"Sample_1237","male","Run2","TH17_48hours"
"Sample_1238","male","Run2","TH17_48hours"
"Sample_1239","male","Run2","TH17_48hours"
